time;user;text;score1;score2;score3
02-22;绍钧;味道很好，记忆中的感觉，有国营的情怀。;口味4(非常好);环境3(很好);服务3(很好)
02-19;于治国_1289;感觉就削面还行！卤煮和炖吊子就一个味，感觉是一个锅里捞出来的！;口味1(一般);环境1(一般);服务3(很好)
02-14;常常的小马驹;作为一个国营老面馆，位置在大栅栏步行街上，非常明显，上过美食地图节目，初三的晚上本来想去鲜鱼口的便宜坊，可惜等位时间太长，附近转悠了好一会儿突然看见这家店，想起美食地图曾经推荐过，所以决定尝尝。这顿饭吃的真叫人无奈，先说说价格，炸酱面25块，刀削面26块，这个价格吃一碗面绝对不算低了，可能是过节的原因，只有面条和凉菜可以选，要了2碗炸酱面2碗刀削面，一个乾隆白菜，一个拍黄瓜，拍黄瓜直到面都吃完了也没给上，最后退掉。刀削面肉不少，味道偏甜，不好吃。再说说炸酱面，我觉得点这个简直就是个错误，非得跑来这种地方吃一碗炸酱面，脑子真是短路了，还不如我妈在家做的！面条上来以后，半碗水，如图。叫来服务员，也没有质问他的意思，只是让他拿个空碗来篦篦水，结果他跟我来一个，这个面就是这样的，水是为了稀释一下酱！我从小吃到大的炸酱面，你告诉我必须得有水？？？我真不知道你们老板是怎么培训的，我估计这家店也没想到会有北京人来吃，开在这种地方，外地游客偏多，一锤子买卖，能蒙一个是一个，酱估计甜面酱放多了，成了甜口的，老北京传统的炸酱面做成了这个样子，真给北京丢脸。一起的朋友进门前就说，越是国营越是坑人，果不其然。这种水平下去，是国营也早晚关张，希望店家能够自己尝尝自己家的面条，好好的改善改善！;口味0(很差);环境0(很差);服务0(很差)
02-09;马小蚤_5707;春节带父母去的，就是吃个情怀吧。服务挺热情的。;口味2(好);环境3(很好);服务3(很好)
02-09;fanfan_grace;看到66年老店的牌子，才进店的。店里就是以前国营店面的布置。招牌炸酱面，味道很一般，酱少，面少，而且面都跟泡糟了的一样。服务员真是老国营的样子，没有服务意识，态度不理不睬。点了6碗面，4个凉菜，就300多元，性价比太低。真的不值得来。;口味1(一般);环境1(一般);服务1(一般)
02-09;muhangmaomao;地段很牛，味道一般，逛街地段，商家也是靠走量，人多，服务跟不上，以后不会去，电视节目上介绍的，靠国营两字忽悠人，给大众点评面子多加个星，4人去点了3份面，爆肚偏咸，糊弄人，炸咯吱死咸，巨难吃、和德合斋不一样，不知道哪个真假，唯一拌什锦凑合，也咸;口味1(一般);环境1(一般);服务1(一般)
02-08;洋哥00012;炒肝  炸酱面 削面 味道都是杠杠的 ！;口味4(非常好);环境3(很好);服务3(很好)
02-02  更新于16-02-02 11:18;Mi西西;环境挺怀旧的。乾隆菜吃着很爽口，大葱煎饺里的肉很紧实，也入味。爆肚一般。炸咯吱像零食，越嚼越香。墙上的标语很有意思……;口味3(很好);环境3(很好);服务2(好)
01-22;biubooma;逛大栅栏看到的一家面馆 招牌看起来好像很正宗的样子没点炸酱面 想起来真是悔 点了招牌新成刀削面 其实就是卤肉面 面不错 好吃 浇头不算亮点 但也肥而不腻 就是有点咸宫保鸡丁 鸡肉粒很多 不辣偏甜爆肚 不好吃 就是白灼牛百叶浇了点麻酱香油调味料 但牛百叶本身还是很好吃的店里有牛肉串 但是我们太心急了 进店之前看到店门口旁边有卖羊肉串的 问店员 店员说不代购要就自己去买 11元一串 大串 好吃后来仔细看菜单的时候才发现店里也有也是11元 或许我们在店里点的话也是那个羊肉串吧哈哈哈哈哈下次再去的话要在店里点两串 再自己去门口买两串 验证一下自己的想法是不是对的;口味3(很好);环境2(好);服务3(很好)
01-18;小飞虾12;口味相当的好，削面筋斗汤汁浓！;口味3(很好);环境2(好);服务2(好)
