time;user;text;score1;score2;score3
02-16;丹时;段子好听、搞笑就行了，环境还需要再改进些就好了;演出4(非常好);环境4(非常好);服务4(非常好)
01-27  更新于16-01-27 01:11;北海阳;去年拉着我们家大爷去的。尽管是挺游客的 行为。不过 带着糖果，小零食，和自家花茶。点了他们的 瓜子。两个小时的演出。俺还是看的挺开心的。节目 中有不同年纪的相声艺人。 有的水准差别也是比较 大的。。。有的从头到尾。。。到寻找不到 笑点 在那里。。。有的可能是北京人才能够领会。不过基本一般像我这样的水平都基本能看懂。。。相声里的4大基本 ~ 說、學、逗、唱都能够在表演中一一体会。大， 小笑話，  我是一般兴趣呐。。。比较喜欢的是 相声里的 各种 繞口令。 真的是个人功夫的表现。到底是一方艺术的表现。希望能够好好保存下去。;演出2(好);环境2(好);服务2(好)
01-25;紫_1053;地点在前门大栅栏，场地是一个小剧场，很传统的那种，环境特别冷感觉不到暖气的存在啊。再说表演，包袱比较老，不好笑，感觉像郭老师徒弟收多了，质量下降。坐在前排茶桌，120一张票，前排送茶水。;演出1(一般);环境1(一般);服务1(一般)
15-12-24  更新于12-24 15:27;dpuser_53487193637;挺满意的，逗乐。圣诞节快乐！！！;演出4(非常好);环境4(非常好);服务4(非常好)
15-02-08;小希2333;夏天去的 人多 超级热，场子挺大的， 演员 都是“小学生”  一般也就是 练习层次的，凑个热闹吧;;;
15-01-14;肥肥123大;去北京时团购的，场子挺大，演员都是些三四流不知名的相声演员，段子一般，但是观众很少，最后没听完就和妈妈提前离开了;;;
14-12-07;小妞妞_1988;感觉一般般，段子不是很可乐。好不好凭运气;;;
14-10-16;榴莲恋上冰激凌;某天和朋友吃完便宜坊，沿鲜鱼口街西行过了前门大街就是大栅栏，去广德楼戏园看德云社的相声大会，本来是要去天桥德云社的，但票非常不好买，不知道是太火爆还是其它什么原因。后来查到大栅栏也有德云社，当然就选这里了，7点开始的，二个小时的相声，大家看得哈哈大笑，原汁原味的传统相声，体验一下老北京的文化艺术，真是不错！;;;
14-10-05;慧质兰心_6652;前一天订好了2张德云社票，第二天去剧场取票时票房说只有一张有效！之后一个多月打了5次电话至今一张票钱也没退还！;;;
14-09-28;红动中国;来到北京相声当然是必须要听的。朋友预约了广德楼戏园的票这里是德云社的一个分店，位于大栅栏的进口处，介绍戏园建于清朝的嘉庆年间，进门是紫砂壶的展示盒销售往里走进小门豁然开朗一个大戏园子楼上还有包厢雅座。19时开始演出整整3个小时，虽然都是些郭德纲九字辈、鹤字辈的徒弟的节目也没见郭老师和于老师露面。我们这些在台下喝着茶、嗑着瓜子的观众们被小演员兢兢业业，卖着力气的精彩表演逗乐的前仰后合的。好地方，好演员，精彩的表演！;;;
