time;user;text;score1;score2;score3
02-24  更新于16-02-25 09:52;dpuser_98423964393;这家店在前门步行街，看着果然高大上，一进门就飘着茶香，很有意境。应该是以接待游客为主吧。店铺好像有两层，一层主要满茶叶茶具，还有一些新开发的茶叶周边产品，比如蛋糕，冰激凌什么的。二层有茶座，还有烘焙体验区，比较清静。;产品3(很好);环境3(很好);服务3(很好)
02-25;迟屿迟暮;吼，绿茶冰淇淋好吃，微博推荐der～生意也很好，奶茶的茶味也浓！;产品4(非常好);环境4(非常好);服务4(非常好)
02-23;丁鹿希;分店特别多，北京有名得茶店之一，价格都是一致的;产品2(好);环境2(好);服务2(好)
02-22;兜兜0509;蜜一直推荐的绿茶圆筒，终于今天路过想起来了，买了一个尝尝。在外卖窗口买的，6元一个。眼睁睁地看着服务员从蛋筒的顶端开始打冰淇淋，蛋筒是完完全全的空的。不知道是不是就这么培训的。冰淇淋就类似于DQ的绿茶冰淇淋，并没有因为是吴裕泰的而增添什么特殊的茶香。;产品2(好);环境2(好);服务2(好)
02-22;大美妞爱吃糖醋里脊;对于抹茶还是比较钟爱滴，想尝尝国营大店吴裕泰的品质和外来货星巴克的味道有什么不一样。味道还是挺香醇的，就是吧…我想喝点甜的，可这个2013年生产保质期只有24个月的糖，让我真不敢尝试。我总不能去星巴克拿点糖吧～;产品3(很好);环境4(非常好);服务4(非常好)
02-18;woshiyiqunyu;地点：大栅栏都一处旁边。这里的服务员比价客气，本想尝尝他们家的抹茶甜筒 ，不过服务员推荐布丁是他们这个店独有的，想想冰淇淋太冷，就决定换目标了。两个人点了抹茶布丁和烘焙茶布丁（其实就是乌龙茶），打开盖子后由于天气冷决定在店里吃完再走，不想发现了很有特色的茶桌，茶桌面是玻璃，下面是一个鱼缸，品茶的同时可以看到小鱼在里面自由地游来游去，满新奇的。;产品3(很好);环境3(很好);服务3(很好)
02-17;吃甜食的大猫;点了张草很久的抹茶年轮蛋糕，味道一般般，没有特别的经验，玫瑰甜筒就刷新了广告与食物最大区别观，广告是粉红色的，实物是大地色的！大地色的！味道确实有玫瑰花味。;产品3(很好);环境3(很好);服务3(很好)
02-17;yiningblue;过年放假翻点评，看见二楼可以喝茶吃蛋糕，一直惦记着，昨天和妈妈逛街路过，就想着去一下。大约下午五点多到的，人很少，店面不大，一楼卖茶具茶叶，有铁器水壶，还有常滑烧，说是名家作品，都比较贵，比日本贵，我对国内名家不了解，没有细问。上二楼本来有电梯，但是没有开，上面人也少，要了一个抹茶年轮蛋糕和一个醅茶，都是茶味淡，甜味盖过茶味，大约不会再试二次了;产品2(好);环境3(很好);服务4(非常好)
02-17;Ting_9011;本来想尝绿茶的，但是服务员强力推荐只有情人节期间才有的玫瑰花甜筒，耳根子软的我就从了！真心好吃啊！淡淡的玫瑰香味，一尝就知道肯定没加香精，货真价实，赞;产品4(非常好);环境4(非常好);服务4(非常好)
02-16  更新于16-02-16 20:17;tonear;一楼有卖饮料和茶味圆筒，最喜欢焙茶拿铁，二楼有饮料和甜点。最有意思的是自己用小磨做抹茶体验套餐，好吃好玩。;产品4(非常好);环境4(非常好);服务4(非常好)
02-16;扭扭_7076;终于在不太冷的春节期间吃到了口碑爆棚的茉莉花茶圆筒冰淇淋，真心好吃，绝对是真材实料，茶香四溢，价格又不贵，不错！;产品4(非常好);环境3(很好);服务4(非常好)
02-14;CHILA;下了火车打车到前门心心念念想吃花茶冰淇淋结果今天只有玫瑰冰激凌 心凉！ 一个卖茶叶的跟风过什么情人节！庸俗！试过很多，他家只有花茶冰淇淋是真绝色 ～！;产品2(好);环境2(好);服务2(好)
02-14;张黏黏plus;每年只有三天有情人节限定款玫瑰味儿的  2.13到2.15  可是我拿到的是灰绿色.....说好的粉红少女色？？还特意又和店员确认了一下  玫瑰味儿也不是很浓  和花茶的味道差不多  下次想去吃抹茶年轮蛋糕  茉莉花茶布丁还有焙茶拿铁那个双人下午茶;产品2(好);环境2(好);服务2(好)
02-12;可怜的tina;老字号茶叶品牌吴裕泰，始创于1887年，距今已有126年的历史。吴裕泰以销售自拼茉莉花茶为主要特色，特点是："香气鲜灵持久，滋味醇厚回甘，汤色清澈明亮，耐泡"，并被消费者们亲切地称为"裕泰香"。吴裕泰前门店位于前门大街42号，即鲜鱼口美食街的把角儿处，一共两层，一层售卖茶叶、茶制品、茶衍生品，二层是一个茶会馆可以小憩，一层门口是冰激凌的售卖窗口。北京吴裕泰茶业股份有限公司是销售茶叶、茶具及茶衍生品的专业公司。2012年吴裕泰启用全新Logo，新logo以吴裕泰茉莉花茶窨制技艺为创意灵感，以或含苞待放或初露花蕊或开放完全的茉莉鲜花与茶芽交织，色彩更具中华民族底蕴，蕴涵北京文化特色。;产品3(很好);环境2(好);服务3(很好)
