time;user;text;score1;score2;score3
15-12-03;七爻九洛;酒店位置没得说，路南很好找，离哪都不远，附近吃饭也比较方便，隔壁就有饭店。环境一般，房间很旧，电梯只到四楼，五楼要自己拎箱子爬上去。订房时说标间没有了让订价格高的大标间，结果进房一看房间非常小，只放的下两张床，之间空隙窄得只站得下一个人。所以我不知道正常标间跟大标间差异在哪，是不是只有价格不一样所以让我定贵的？暖气到很晚才开，第二天一早六点摸一下已经冰凉了，空调噪音吵的没法睡觉不敢开。订房间的时候接电话的姑娘态度还算好，入住之后去前台问问题非常不耐烦。;房间1(一般);位置4(非常好);服务2(好)
15-11-28;nono288;入住后晚上就没热水，前台说有42度，实际体感就是冷水，然后要求退款说是网上支付的无法退还。向前台提出需求也是踢皮球，大家预定的时候三思啊，也就一招待所水平，不对，是没热水的招待所水平！;房间0(很差);位置1(一般);服务0(很差)
15-11-25;马晓峰;大都市就是大都市，寸土寸金的。所谓大床房是两张可移动的单人床拼在一起的!地点很好，临近全聚德，二号线地铁就在门口，出行方便。;房间2(好);位置4(非常好);服务4(非常好)
15-11-13;淡若晨曦_224;酒店位置非常好，就在地铁口边上。酒店外吃饭地方多，很方便。酒店服务员热情、退房速度也非常快。因为看中这的地理位置，所以在网上订了，之前酒店也有短信提醒，到酒店后很快就安排了房间，关键是酒店很安全，上楼都要刷卡，点赞！;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-09;大帅张1;十一期间逛北京累了，看到这家就进去了，普通标间在5楼，电梯只到4楼，还要爬一层，我也是醉了！房间还可以，就是床头板都松了，看着好像要掉下来。洗澡的水一会儿热，一会儿凉，洗的真心不舒服。不过酒店位置相当好，就在和平门地铁站口，炒鸡近。附近小吃，饭店很多选择，还是不错的！;房间2(好);位置4(非常好);服务3(很好)
15-10-04  更新于10-04 19:32;张磊_96003;酒店环境太差…设施陈旧…网上挂着预定298…这几天根本就订不到…都是骗人的…去店里…花了438定了一间…出来旅游想想就算了…酒店里的旅游团千万别报…我们也是怕自己走麻烦才定了…总之一天走下来…导演就是各种忽悠…各种带着大家购物…虽然没有强制消费…但想看的根本没机会去看！（早上七点有个小面包车来酒店门口接，到了旅游大巴车集中点，原先交过进团费…（八达岭长城、十三陵、一日游）但大家上了车后就开始收费…说是中途订餐费还有明帝皇宫（根本不好玩），到的也不是八达岭长城，是居庸关长城，之后就去十三陵，但就在外面转了一圈…关键就介绍玉器与果脯、还说多少都要买一点,我们买的多，他们导游才有回扣拿…想想这东西也不贵就买了…十三陵根本没去，导游是各种借口说地宫不吉利什么的。下午就纯粹带着大家购物了…没有强制性…但是定力不好的还是会被洗脑的。最后…导游以车子需要过安检为由，停在一家玉器店，里面纯粹骗人，团里有人被骗而且买了玉器。而导游早就回家了…根本就不管我们…最后司机把我们丢在水立方…走了一公里才找到地铁站。写这么多…只想告诉大家…北京黑团太多…出门旅游要谨慎！;房间0(很差);位置2(好);服务0(很差)
15-10-04;dpuser_64342799814;酒店交通比较好，靠近地铁站.就是酒店旅行社是家黑旅行社，长城十三陵一日游，跟网上曝光的骗局一样你去网上看下就知道，从早到晚全程骗局，去的不是八达岭，十三陵也只是在外面转转，还要自费130的景点，实际门票就40，全程4次购物.团里好几个被骗几千元，真不知道伟大首都会是这样.黑旅社;房间1(一般);位置4(非常好);服务1(一般)
15-10-02;ying_4912;想带父母去北京转转，就在网上搜了下天安门附近的酒店，结果大家就看这家不错，结果就定了，到北京后去酒店很方便，地铁直接就到酒店门口，旁边就是全聚德，吃饭很方便，去天门也很方便就是酒店服务态度不是很好，房间卫生间味道很大，不过整体还是满意！;房间3(很好);位置3(很好);服务3(很好)
15-10-01;Bu爱江山;各方面都好！我喜欢！下次来朋友还住这里，地理位置好，交通方便！;房间4(非常好);位置4(非常好);服务4(非常好)
15-09-28;夏洛8;酒店提供食物加热服务，前台的服务员态度还行，说给衣架给衣架，说换房间换房间，主要是住的小标间，的确很小，看过大床房的房间，比小标间大一些，还有玻璃浴室，很新潮。位置太优越了，走路到天安门广场就三十分钟，看升国旗去故宫巨划算！经济型酒店，不是舒适型，更不是豪华型，请各位斟酌再三。;房间3(很好);位置4(非常好);服务4(非常好)
