time;user;text;score1;score2;score3
01-09;小太阳的BlingBling;【位置】距离大栅栏那条街和前门大街很近，大栅栏尽头麦当劳对面的巷子往里走两分钟右手边，很好找，旁边是德缘烤鸭。楼下便利店早饭特产什么都有。【环境】进门前厅布置得很温馨，整体都是古色古香，门口还有一个小板子写着每天升旗降旗的时间还有北京各个好玩的地方，刷房卡才能进楼道这点很安全，再就是虽然房间不大但是干净整洁，在这个地角算是性价比高的宾馆了。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-25  更新于12-23 12:34;绿云forever;位置很好，大栅栏西街里面，离前门很近，坐公交车和地铁都很方便，酒店三层很干净，进门刷卡很安全，三人间是亲子间，一个大床一个小床，一个沙发，房间不大，平日价还要388元，冬天屋里很冷，没暖气有空调，要开一会才能暖和，但是大厅很暖和，服务很好，免费存包。;房间2(好);位置3(很好);服务3(很好)
15-11-21;dpuser_48781624349;在网上看到照片感觉还可以，到前门地铁站下车，一路问人一路找，幸好地理位置还不错，很容易找到，只是房间小了点，没有柜子，其它还可以吧！从酒店步行十五分钟就可以到天安门，故宫，和博物馆，附近有好几个旅游景点！;房间3(很好);位置4(非常好);服务3(很好)
15-11-03;dpuser_18289797559;交通方便，出门就有吃的，步行三分钟就有公交车，靠近天安门，十分便利，逛的吃的都很多，小吃各种，房间也不错，服务态度也好，再去北京的话还还是会选择这里哎呀呀呀一百字怎么那么多都写不完哎呀呀反正就是不错啦啦;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-31;Josephin_J;房间有点点小，但是干净，设施齐全。交通方便。离天安门广场近，看升旗方便。订的是六天，下午入住已经除了101没有别的房间了，离安检门比较近所以晚上有点吵，和前台商量后第二天就换房了，态度很不错。就是如果刷卡的话需要单日结算，不能一次性支付。总体很满意！;房间3(很好);位置4(非常好);服务4(非常好)
15-10-29;zh691320;非常满意，是我的家人带着爷爷奶奶入住的，老人都八十多岁高龄，离天安门很近，大栅栏的街上也很不错，有逛头，房间干净，别致，小客厅古朴有老北京气息，非常满意，价格也非常合适，定了两间房，家人住的很舒服！下次去还是会住的！祝生意兴隆;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-24;园园让阿兴学猪叫;这个酒店挺满意的，去北京之前其实在网上搜索了好多好多酒店，首先要考虑离地铁口近，还要考虑吃饭啥的方便，最后还要考虑到酒店的干净卫生以及安静情况，毕竟出门旅游，想找一个安静点的酒店晚上能够休息好，这个酒店就全部符合，哈哈，挺好！;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-10;靜亱思;去年十二月份带父母去的，住了两晚上，这里位于北京前门大栅栏，离前门和天安门都很近，步行至天安门广场最多十五分钟，吃饭也很方便，购物也挺方便，坐公交打车都挺方便，不错的地方，下次去还住这里，本来就是朋友介绍去的，真心不错，服务态度也不错，唯一的美中不足是WIFI信号差点。;房间4(非常好);位置4(非常好);服务4(非常好)
15-09-14;大鱼tsing;不要住 不要住 不要住 真心的劝！花钱还来看冷脸 没必要 房间很小 真是从大众点评上最糟糕的一次消费体验;房间0(很差);位置0(很差);服务0(很差)
15-07-26;李木木malka;在前门大栅栏这一块算是环境很好的酒店了 价格也挺高 空调足 游玩一天回来能睡个舒服觉太重要了 离大栅栏一条街 小吃很多 离地铁站也不远;房间4(非常好);位置4(非常好);服务4(非常好)
15-07-25;dpuser_73209627670;酒店交通真的很便利，地铁、公交、打车都很方便。而且游大栅栏、天安门广场都很近。虽然第三宿有个别房客、小孩吵闹，但这是住客的素质问题，酒店及时制止了！总体确实很满意！因为入住第一天己经与旁边几家做了对比，确实这家相比较是不错的！;房间4(非常好);位置4(非常好);服务4(非常好)
15-07-21  更新于07-21 00:08;柒默;这里是大栅栏，是众多百年老店聚居的历史文化名街，购物自然非常便捷，距离天安门走路也就半小时不到，所以交通也很方便。酒店的门牌是仿古设计的，房间不多，装修比较新，也非常干净整洁，但是房间非常小，如果有行李什么的会比较挤。综合区域位置，软硬件水平，性价比还是非常高的。;房间2(好);位置4(非常好);服务3(很好)
15-07-19;zhujing413;位置非常好，房间有点小，性价比比较高，推荐来北京旅游的旅客。;房间2(好);位置4(非常好);服务2(好)
15-07-17;岚岚_6882;酒店位置不错，住了三天没有换床单，其它都还行吧！离天安门也之近，出门有超市，超方便……如果是去北京看升国旗的话,那是个超好的地方,离前门,大栅栏非常的近，好吃，好喝，好玩的也很多，北京到处都要安检，不过当地人都不错……;房间2(好);位置4(非常好);服务3(很好)
15-06-16;大眼_6780;房间的装修还是很好的，不过就是有其他网友说的一样，有下水道的味道，如果这个能处理好就非常好了！地理位置还是很好的，在大栅栏的西街，出门有很多吃的，超市，药店很方便的，下楼右转有家早点味道很不错，我们住了5天在那就吃了5天早点，老板娘也很热情，一家人都很好，他们是安徽的，早上租了这个门票做早点，晚上是湖南人做中晚餐，我们走的前一天就是在这吃的，味道很不错。;房间2(好);位置4(非常好);服务3(很好)
