time;user;text;score1;score2;score3
02-14;Rebekahhh;晚上在四季民福吃的饭，饭后天都黑了，就来前门大栅栏四处逛逛，发现夜景还是不错的。通俗点说就是个商业街，全聚德门前起码排了十几米的队伍，那些游客还真是有闲心和毅力。最有特色的应该是那个小火车了吧，自己没机会坐，还蛮羡慕车上的人。在这儿溜达了一圈，就又回到了天安门广场，个人感觉作为旅游景点还是很值得一去的。;交通3(很好);配套3(很好);质量3(很好)
01-24;糯米饭2015;很多店，吃喝的购物的，除了房子有古代气息，其余没了，都很现代了;交通3(很好);配套3(很好);质量3(很好)
01-04;追求简单的小幸福（）_027;很有古代的风味，就像是在古代购物;交通4(非常好);配套4(非常好);质量4(非常好)
01-04;厘子80;大栅栏是北京市前门外一条著名的商业街。现在也泛指大栅栏街及廊房头条、粮食店街、煤市街在内的一个地片。大栅栏地处古老北京中心地段，是南中轴线的一个重要组成部分，位于天安门广场以南，前门大街西侧，从东口至西口全长275米。自1420年以来，经过500多年的沿革，逐渐发展成为店铺林立的商业街了。在大栅栏分布着11个行业的36家商店。复原民国初期风貌，大栅栏已有500多年的历史，曾经就是一个繁华的商业区。兴起于元代，建立于明朝，从清代开始繁盛至今。大栅栏的由来，要追溯到明代孝宗弘治元年。当时，北京有“宵禁”，为了防止盗贼隐藏在大街小巷之内，由朝廷批准，在北京很多街巷道口，建立了木栅栏。大栅栏成了商业中心以后，一些著名的老字号相继开设于此。明代即有已开业的六必居酱园；清代康熙年间开业的著名国药店同仁堂；嘉庆年间开业的马聚元帽店、内联升鞋店，以及后来拥有四个门面的八大祥之一——瑞蚨祥绸缎皮货庄等。吃喝有长盛魁干果店、张一元文记茶庄、厚德福饭庄、全聚德等；娱乐则有庆乐园、三庆园、广德楼等。这里还有民国初年开业的北京第一家电影院——大观楼电影院。中国首部电影《定军山》就是在这里上映的。大栅栏街区至今保存着明末清初的“三纵九横”的格局，“三纵”指的是煤市街、珠宝市街以及粮食店街；“九横”指的是大栅栏的九条东西向的胡同。;交通3(很好);配套3(很好);质量3(很好)
15-12-15;吃不成胖子的吃货;整体都是很好地，很多东西的价格是非常实惠的，比网上的还便宜;交通4(非常好);配套4(非常好);质量4(非常好)
15-12-14;a_______n;人很多 是条商业街 各种买东西的 也有很多北京的老字号 步瀛斋 内联升 同仁堂 等 外地人来北京似乎的必游之地 还是挺好的;交通3(很好);配套3(很好);质量3(很好)
15-11-20;我的北极熊;特别的热闹，特别的繁华，外地人居多;交通3(很好);配套3(很好);质量3(很好)
15-11-13;猛男217_1103;大栅栏，外地的朋友请跟我读，大栅栏！是不是北京人，一读就知道了。百年风雨，皇城脚下，之前的八大胡同，现在的步行街。时间虽然能够抹去岁月的痕迹，确抹不掉深埋在这里那些精神和故事。这里的故事多的说也说不完。如果你想了解中国，那就来北京，如果你想了解北京，那就请去大栅栏。如果你能融入到其中，便是一个升华了。;交通4(非常好);配套4(非常好);质量4(非常好)
15-11-08;风沫瑶;大栅栏总会与前门一起说，前门大栅栏。可是大栅栏的名气似乎比前门还大，而去了才知、连人气也是如此。大栅栏人多热闹，前门就大而空，显得人少冷清。大栅栏以百姓买卖为主，比起前门皇室钦点倒是更加适合日常适合百姓生活。;交通2(好);配套2(好);质量2(好)
15-11-02;蓝玉Anita;小时候经常来这里逛，那时候街还没有现在这么宽，现在街道拓宽了，商铺也多了，游客也多了许多，就是没有原来那种感觉了~;交通3(很好);配套3(很好);质量3(很好)
15-10-30;咖啡奶茶少甜走冰有好运哈;前门大街，也属于外地人来京必走的一条步行街。因为离天安门太近了。小时候，爸妈常骑车带我来逛这里最繁华的胡同“大栅栏”儿，后来改造成新的商业街后，原来的味儿找不到了，融入了国际化的各种品牌，小时候的记忆只能是记忆了。后来再带父母来这里走走，老人都不喜欢，哎。已经不适合北京人再逛的地方了，完全是为了外地人外国人开的吧，挺没意思的。;交通2(好);配套1(一般);质量1(一般)
