time;user;text;score1;score2;score3
02-10;郭翔_8589;炸酱面巨咸巨咸的最后涮着水吃的，特差。点了个虾仁鸡蛋豌豆苗，用韭菜代替豌豆苗炒的鸡蛋也是巨咸巨咸的、虾仁里面有沙。点了个干锅菜花上到别的桌去了，催了恩次后说是上错了，直接给退的钱。桌布上无数破洞无人主动提供餐具。厕所环境尚可。;口味0(很差);环境0(很差);服务0(很差)
15-10-06;fanny_fu1;偏清淡口味，黑椒牛柳甜甜的，有点奇怪呢，其他都不错;口味4(非常好);环境4(非常好);服务4(非常好)
15-08-07;tt_emily;一般般可以吃吧！多数是团餐光顾，总给人种会被宰的感觉;口味3(很好);环境2(好);服务2(好)
15-07-16;u200817538;超级难吃，接旅行团的，别来，坑;口味0(很差);环境0(很差);服务0(很差)
15-05-07;himiko131;顺潮龙大酒店名字看起来挺唬人的，其实就是家常菜。开在前门大街上，五一的时候带老爸来北海玩儿。溜溜达达找吃饭的地方就找到了这块。相对于旁边的老北京炸酱面，这家人相对不算多。环境还可以。比较宽敞。服务员也比较勤快。看了一下基本上每桌都有免费的热水。过来吃饭的应该大多数都是外地过来玩儿的。真的挺渴挺累的，能有一杯热水美滋滋啦。我们简单的点了2个菜，一份炸酱面炸酱面 16一碗，老爸吃的这个，我看了一下样子上还不错。菜码也很全。就是酱应该不够味儿，看颜色感觉淡了些。分量不多，不过将将够了。杏仁穿心莲  18一份，最近火气大，穿心莲不是能败火么，就点了这个，而且自己在家还真心没有做过这道菜，味道不错，菜量刚刚好吧。比较爽口。醋溜木须 32一份 味道很赞，咸淡适中。里面好大块的炒鸡蛋。好像还有冬笋的。肉不多，不过我页不爱吃肉啦。总体来讲这家环境、服务、菜品都不错，比较家常。开始看名字还以为是粤菜，么有想到还有烤鸭和炸酱面;口味3(很好);环境3(很好);服务3(很好)
14-11-19;柳雁书;前门这里比较大的餐馆，在老舍茶馆附近，很多年了，也一直都是来前门等旅游团餐的必选之地，所以开旅游大巴的司机师傅没人不知道这里。只在这里作为导游吃过旅游团餐，自然无法有很高的评价，一般般吧。我们导游和司机还有小桌的餐食，团里的游客吃的都是大桌餐，馒头是冷的，再要也费点劲。最后快走的时候又来了一次，好几个孩子直接去旁边麦当劳吃去了。或许作为正餐这里会好一点吧，但是我依然对旅游定点餐馆没啥好感;口味1(一般);环境2(好);服务1(一般)
14-01-03;3nbbp;年终岁尾订了两张12月30日的人民大会堂音乐会票,爱人不想去,我和孩子就在周一这天分别从单位和学校坐地铁来到前门,此时华灯初上,孩子饿了,这里饭馆多,选来选去看中了老舍茶馆边上的顺潮龙大酒楼,这里,这里窗明几净,宽大亮堂就餐人还不太多,就推门进去了,要了一壶菊花茶,锅仔当归羊肉,三鲜豆花,两碗饭,吃得一点不剩,很好.只是有一点让我耿耿于怀:那筷子费不是霸王条款不许收了吗?他们照样收了我们2元钱,谴责!!!......;口味3(很好);环境3(很好);服务2(好)
12-07-30;小饕和小餮;带团来这里吃桌餐…其实口味还行…但毕竟标准在那儿摆着呢，吃不着什么好东西…在前门这个地方，能有个大点的、价格合理的餐馆实属不易…以后要是自己来玩也会考虑一下的…;口味2(好);环境2(好);服务2(好)
11-05-12;sunnyqinqq;老舍茶馆旁边的顺潮龙，地理位置相当不错。餐馆经常接待欧美的旅游团，所以比较安静。值得一提的是，菜品的味道挺好，属于家常菜类型，赞一下！;口味4(非常好);环境3(很好);服务2(好)
11-02-15  更新于02-15 20:19;天欲相思;年前聚会，大哥选了这里。因为是哥们的姐姐开的，前来捧场。在繁华的前门大街，主要接待到附近闲逛的外地客人，经常会有团队餐。因为临近春节，大家都回家过年了，所以显得较为冷清。正好凑凑热闹，捧个人场。大厅容纳十来桌，每桌十来人；包间两间，不小；周边还有小桌，4、5人的位子。选了个包间，十来口子挤在一起，氛围格外不错，聊着家常，品着茶。菜品已经安排好，由服务员一道道端上，不用操心。大拌菜，实惠，5、6种蔬菜加花生，汁调的不错，咸甜适中，很是爽口；拌蛰皮，收拾得较比干净，酸酸的、甜甜的、脆脆的；凉拌木耳，没吃着，量略小，还不等转到我这里，已经基本没啥了；白灼虾，新鲜，个头不小，肉嫩，略微发甜，不错，吃了好几只；肥牛，不知啥名，酸辣口味，很受欢迎；牛蛙，口味似馋嘴蛙，有点麻辣，货不少，尽是肉，吃起来过瘾；清蒸鱼，品质不错，味鲜清淡；大蒜肥肠，属于特贡，应大哥要求，按其做法自制，肥肠收拾得干净无异味，大蒜不少，蒜味冲天，吃在嘴里有滋有味；海拼，没见过这么大的盘子，带子、生蚝、扇贝，几十只全放其中；带子与豆腐相拼，还是第一次吃，带子比豆腐入味；扇贝做得一般；炸寸骨，算是道喝酒的横菜，外焦里嫩，大快朵颐；饺子，每次必点，每次必被一抢而空；猪肉白菜、猪韭都是看家的馅儿，饺子个大、肚鼓，味道尚可。也许因为是熟客，所以食料用得较为讲究，味道还是不错的。服务员很勤快，对内对外一个样儿。;口味2(好);环境1(一般);服务2(好)
