time;user;text;score1;score2;score3
02-19;丰思行;做工好，钱就算花了多也会觉得值，希望能永远保持品质;产品4(非常好);环境4(非常好);服务4(非常好)
15-10-19;maomiao1952;普通的毛笔性价比很高，也很好用，做工也不错;产品3(很好);环境3(很好);服务3(很好)
15-09-25;sagalovelu;装装文艺青年的成本真高啊 随便买买便宜的1000多块 百年老店的工作人员长得都不算漂亮;产品4(非常好);环境4(非常好);服务4(非常好)
15-09-05;郭老师和他的朋友们;最贵的一根毛笔二十八万多，非常深奥。。。;产品3(很好);环境3(很好);服务3(很好)
14-11-07;zhdshm;服务热情耐心，笔也好笔，尖圆齐，弹性好。;产品4(非常好);环境4(非常好);服务4(非常好)
14-09-21;塞北飞鹰;店里的砚台不错，可以用手摸，店员笑着与我聊天，介绍产品。大家一起聊的比较开心，最后买了一支毛笔，也算不虚此行。;产品3(很好);环境3(很好);服务3(很好)
14-08-08;苏延梦;环境挺好的，服务也不错，也是老字号。笔的价钱不便宜，但是种类很丰富~~;产品3(很好);环境3(很好);服务3(很好)
14-05-23;牛牛35;让店员帮忙挑了几只笔，都非常好，店员很实在，会耐心告诉你一些选笔的技巧;产品4(非常好);环境4(非常好);服务4(非常好)
14-03-01;漂浮自由;这儿是通过朋友介绍来的，听说质量好，很有名气，特地开了半个小时的车，来到这家给小侄子买毛笔作为生日礼物，小侄子最近上了书法培训班，为了让他好好学习这门中国国粹，表示我的心意的。门头就是北京随处可见的那种四合院式样，牌匾让人感觉到老字号的招牌，店员服务很热情。解释了这儿毛笔的好处，现场试用了一番，嗯，果真好使。握在手里写字真的很顺手的，买了一支价格适中的毛笔。;产品2(好);环境2(好);服务2(好)
13-09-04;进击的木同;需要买几根毛笔送人，然后就冲着这老字号去了，店里店员的服务非常周到，因为买毛笔学问挺深的，店员非常耐心的讲解推荐;产品4(非常好);环境4(非常好);服务4(非常好)
13-01-20  更新于06-17 20:55;忘记高傲;琉璃厂文化气息很浓，几乎每家店都走了走。只有在戴月轩买了东西。看主席总理都用他家毛笔，索性也买两只毛笔做纪念，回家就找不到了。2013又到了这里，知道了这里是前店后厂，里面的毛笔都是自己产的，正好儿子学了半年毛笔字了，在这里给儿子买了三支，希望儿子好好学习啊。唉，提斗用了三个月就不行了，老师说分叉，六月路过北京又买了一支好点的，又买了书法用的小包，挺实用的。;产品2(好);环境4(非常好);服务4(非常好)
13-01-13  更新于01-13 12:05;爱爱-厨皇会主席助理;琉璃厂的文化味道十分厚重整条街上各色的元素无一不透出老北京独有的韵味戴月轩的湖笔远近闻名它与徽墨 宣纸 端砚并称为＂文房四宝＂一进门扑鼻的墨香迎面而来湖笔和端砚整齐的摆放在货架上服务员热情的介绍 让我对毛笔有了进一步了解这儿的笔提而不散 铺下不软 笔锋尖锐 刚柔兼备走进深处便可以看到身着大褂的师傅在做笔那一招一式甚是专业 毫不马虎难怪深受文人墨客的喜爱我虽不懂 但那笔看上去和触摸都感到它的精细于是买下两只 作为收藏也不枉白来一趟传统工艺就该传承 赞一个^_^;产品4(非常好);环境3(很好);服务3(很好)
12-12-01;篮球手仙道彰;汇集笔墨纸砚文房四宝，前店后厂，前面售货，后面的师傅做毛笔、做篆刻。店员巨热情，既有年轻帅哥又有北京阿姨。这里无疑是琉璃厂一道亮丽的风景。;产品4(非常好);环境4(非常好);服务4(非常好)
10-09-13;liye521094;今天帮人去琉璃厂这家店买毛笔。据说是中华老字号，当年领导人还用过的哩。今天是周一，所以人比较少，店里很清静，售货员也很热情。笔的用途、材质、品质不一，自然价格不一。朋友的功力尚浅，嘱咐我买便宜的就行，于是按他的要求买了四支狼毫笔，45元。尚未开始使用，点评待补充。;产品3(很好);环境4(非常好);服务3(很好)
