time;user;text;score1;score2;score3
02-20;桂晓囍ty;大栅栏西街の麦当劳直对着的西边的胡同里，走到左手边第一个大路口，左转，一直走，右手边就看到了。白天去特别不容易找到，晚上会亮灯，好找一些。小门口进去，里面别有洞天。落地窗の大房子，分为三个房间，一个是围坐在咖啡机の沙发椅，一个屋比较舒服，适合三五好友相聚，还有一个房间是服装设计的party屋。楼上也有露台，等暖和了可以再来。岁数大了比较喜欢喝茶，点了玫瑰花茶，朋友说里面配的还有普洱。服务员也配了热水壶。还点了海盐芝士泡芙，中间夹着的巧克力藏有惊喜。服务态度很好。会再来。现金刷卡支付都可以。;口味4(非常好);环境4(非常好);服务4(非常好)
02-18;小倩不会飞;店不大但是布置的很好 有手冲 店主帅;口味4(非常好);环境4(非常好);服务4(非常好)
02-16;xue小duoduo;不营业的日子，我们误打误撞进店了，店员特别贴心让我们进店喝了东西，非常感谢，寒风中拯救了两个约会的闺蜜！;口味4(非常好);环境4(非常好);服务4(非常好)
02-10;Volaria;上个月去的了，人很少，不过座位也不多。。环境挺棒的，但总感觉少了点温馨的感觉，也有点空落落的，大概是冬天的缘故吧。大大的玻璃落地推拉门和阁楼还是挺有特色的。桌子号码牌也比较有设计感。;口味4(非常好);环境4(非常好);服务4(非常好)
02-05;大坤008;很舒适宁静的小院，坐落在胡同深处，手机忽然自动关机，一路跟几位大爷打听着到了！两个服务员姑娘很专业也很热情，我选了巧克力红茶，特别满意这个特别的味道，巧克力也浓浓的，和朋友一起，选了几个小甜点，感觉棒棒哒！很期待春暖花开的时候，能登上小二层回忆小时候胡同里的春天。;口味4(非常好);环境4(非常好);服务4(非常好)
02-03;yyyyyeer0726;在胡同里 进了小院儿别有洞天。特别小资的氛围。冲着露台去的 有个很适合拍照的地方 并且视野很好 周围的小瓦房尽收眼底。听说咖啡是出名的好 不过没点 只点了热可可 巧克力拿破仑 和海盐芝士泡芙。泡芙是咸口的 不大适应。拿破仑ok的。;口味4(非常好);环境3(很好);服务3(很好)
02-03;丁爷丁爷;藏在胡同里的房改咖啡店...安静之极...按着导航在朱家胡同七拐八拐...走出来才发现兜了一大圈...冬天里玻璃房冷....暖呵后阳光射进来应该特别好...院里没有厕所，走出去要很久很久这点有些不方便...摆设很简单大方...店员和操作台都在对面的房间...如果不去吧台喝手冲，基本上点完就要在这间自助啦...倒热水坐下来...点了杯肉桂拿铁...本以为撒肉桂粉而已...看到店员拿着这一整根出现在我眼前的时候惊艳了...用火烧一烧...搅一搅！赞耶有创意！咖啡味道不错....因为吃过饭了没有要甜点..天暖呵要来试试...;口味4(非常好);环境4(非常好);服务2(好)
02-02;薇薇仔;只尝试了拿破仑和芝士蛋糕 中规中矩 如果服务可以一个都不给 我一定会给出最最差 男生还不错 女生真的是 也许是我们欣赏不了高冷服务吧 毕竟服务行业还是让顾客感受到温暖更好吧;口味2(好);环境4(非常好);服务0(很差)
02-02;luoluobie;好喝的咖啡，精致的甜品，环境很雅致，位子有点少，夏秋比较舒服～;口味4(非常好);环境4(非常好);服务4(非常好)
01-30;紫薯蛋挞哒;门口写着营业到1点…然而是到10点，白跑一趟，不过大众点评上的营业时间是正确的，有机会再去～;口味3(很好);环境3(很好);服务3(很好)
