time;user;text;score1;score2;score3
15-12-26;菜菜子_984;店里很热，环境一般，菜做的也一般！;口味4(非常好);环境4(非常好);服务4(非常好)
15-11-25;澳宜医用面膜;环境：老式房子，北京人都知道房子高夏天凉快，冬天就不行了，屋子里冷的要命，三台壁挂空调一看不知道用了多少年，根本不管用，这两天正好遇上下学。卫生：我吃饭的那张桌子上面爬着蟑螂，特效的那种，看了我都恶心，后来我老公说外面吃东西比那么多事，我就没说话，因为我嗓门大一说话估计旁边人都不想吃了。最后说说菜吧，我身为一个北京人，北京胡同长大的女孩吃这些不算神马，只要是地道北京妞都喜欢吃这些，这是我吃过最难吃的几样，价格到不贵，卤煮不知道放了多少醋，那叫一个酸，就算为了盖住脏器腥臊的味道，也没见过到那么多的醋。炒肝其实我最喜欢吃，但是这家炒肝完全不行，肠子少得可怜，颜色不知道放了多少酱油，炒肝就靠蒜呢，结果蒜末太少根本不提香。爆肚还凑合，屋子太冷，没吃完都凉了，最后还剩下了。羊肉串10块一串，一串肉挺多，我点了两个，最后吃了一串，因为太难吃，应该不是纯羊肉串的，最可气用电烤箱烤的，要知道我都不要，家用电烤箱烤出来的味道和肉的嫩度是不香，烤出来肉都是干的，真是难吃到家了，我是看电视台介绍的结果去了一尝，反正不会再来。我吃过最好吃最炒肝可以给大家推荐一下，沙子口文化用品大楼旁边路口有个赵记炒肝，比姚记炒肝都好吃，洗得特干净，颜色漂亮，口感也漂亮，那个也上过美食节目。;口味1(一般);环境1(一般);服务1(一般)
15-09-18;古月家的小潘同學;还不错啊～～东西挺好吃的，就是有的吃不惯;口味4(非常好);环境4(非常好);服务4(非常好)
15-03-11;小吃货爱吃爱吃;大栅栏京味剧社，是听朋友说过这里的味道不错就跑来吃吃看...羊肉是手切的...羊肉串是现串的...都还挺不错的...炒肝爆肚都不错...爆肚的火候掌握的很好...吃上去口感很好...炒肝的话...我本身不是太喜欢炒肝...他家的味道还可以吧我就尝了一点点...灌肠我觉得不是太好吃...特别的油腻不说...味道也不好...炸酱面也不好吃...味道很怪...不太喜欢...环境很不错...很喜欢这里的氛围...;口味2(好);环境4(非常好);服务3(很好)
15-03-03;sws_wind;京味十足，很有文化的样子，味道还可以;口味4(非常好);环境4(非常好);服务4(非常好)
14-08-07;桃枝妖妖的妖;其实就是京味贾家，推荐芥末菜墩，炸灌肠;口味4(非常好);环境4(非常好);服务4(非常好)
10-12-18  更新于12-19 13:06;lxl224_糖果泡泡;朋友带着去前门步行街，找了很久想吃正宗的杂酱面，^_^，看到这一家，很古老的店面，放着六十年代的歌曲，感觉很好，所以就尝试有两层，很古老破旧的装潢，木凳子和桌子，不太干净，门口有很多古老的照片，一台大电视放着古老的小电影，感觉不错。点了挺多老北京特色的东西：豆汁+焦圈：很酸有点臭味，(⊙v⊙)嗯，应该说尝试过第一次，也是最后一次，接受不了。视觉上很有冲稀的芝麻糊的感觉，味道实在。。。麻豆腐：灰白色，也有点酸味，里面有点黄豆，口感还好还有个要蘸蒜汁的什么肠，不喜欢蒜汁，那个肠有点脆，还不错京酱肉丝，葱白不太喜欢，酱汁味道很好，有点偏咸炸酱面菜码不算少，面很宽，不算劲道，酱汁味道一般，总体评价还行吧;口味2(好);环境1(一般);服务1(一般)
12-11-10;不忠时刻;牛肉卷和羊肉卷味道中规中矩,把全身的寒气都逼出来咯,红糖糯米糍粑,所以没点几个菜,虾仁比较嫩,我们坐在靠窗的位置,老板点菜,三合泥、凉粉味道不如街上的好,但也没什么惊喜,虾都是要抢着拿了,;口味3(很好);环境4(非常好);服务4(非常好)
12-08-09;小狐狸圈圈;老公要吃北京菜，所以最后选了这家，和对门的老贾家都是同一家，里面的装修古色古香，服务也还可以。炸米肠配蒜汁很好吃，米肠很有嚼劲。但是炸酱面的酱实在是太咸了，油麦菜配的芝麻酱也是咸死人。炒肝还不错，糊涂涂的……对于一个南方人而言，北京小吃确实有点太重口味了……;口味1(一般);环境1(一般);服务1(一般)
11-04-16;竹邻烟;在前门溜达想吃卤煮就看到这家了，貌似很老，虽然环境不好，但是老北京吃的就是这个感觉，味道还可以，吃了卤煮，炒肝，炸酱面;口味2(好);环境1(一般);服务1(一般)
