time;user;text;score1;score2;score3
02-25;倪昱东;味道不错，店家人也很好，特别实惠，良心;口味4(非常好);环境4(非常好);服务4(非常好)
02-24;dpuser_18511303549;旁边有喝多了的客人，来我们这桌骚扰我们，服务员说以为我们认识，无作为，后来旁边人找茬，找我们桌打架，服务员也不管，最后我们桌报警，其他客人也说再这样不买单了，他们才象征性的拦一拦。餐后问打折的事儿，说送果盘，也道歉了，所以完全没有，我也是醉了;口味0(很差);环境0(很差);服务0(很差)
02-22;出门撞大运;超级物美价廉的烧烤店，12元/盘的7两牛肉和鸭脯全年都有，虽然是特价，但是味道很是不错，只可惜每桌最多只能要3盘。猪五花肉也很好吃，大酱汤（带一碗饭）非常香。换篦子算相当勤的了。早前还有冰激凌、粥、口香糖等免费供应，现在只剩下一杯豆浆了。可以刷卡，还有一些海鲜锅之类的看着也不错，不过每次去必点特牛，也就没肚子吃锅了。饭点肯定要等位的，不过一般不需要等太久。;口味3(很好);环境3(很好);服务3(很好)
02-21  更新于16-02-22 16:47;白。。z子;一家开了很多年的老店，常常路过从未吃过。口味和环境都还是很不错。也许因为服务员人手不够，开始一些令人不悦的服务细节我们并没有在意。点了一碗泡菜汤，先确认有没有猪肉，反复叮嘱是清真，看到服务员已经在餐单上标注“不要肉”，然后和朋友一边聊天一边喝汤，搅一搅，几片厚厚的五花肉翻滚上来，同时向上翻腾的还有俺的胃。 经协商，经理全额免单，重新给上了一份用牛肉制作的泡菜汤，并且还赠送了自制豆浆。 服务员的态度也变得特别好。发生这种乌龙事件虽然很不愉快，但是店家解决问题的态度很真诚，算是弥补了不足，整体令人满意。冲这样的待客之道以后还会来。希望店家认真对待顾客的饮食要求，不要再上错菜了。;口味3(很好);环境3(很好);服务2(好)
02-21;dpuser_34820347284;一个穿黑衣服的女的口气不小，还骂骂咧咧的，听到服务员叫她店长，以后再也不来了;口味4(非常好);环境4(非常好);服务0(很差)
02-21;licongyi9563;家门口的老熟人提前一小时打电话都订不上，仨人就一路直奔虎坊桥了，好久没来了，烤肉挺好吃就是有点冷;口味4(非常好);环境3(很好);服务4(非常好)
02-21;beijingtian;特价牛肉挺好吃的，猪五花也很嫩滑，还送了一小扎现磨豆浆。非常赞!;口味3(很好);环境3(很好);服务4(非常好)
02-21;紫气东来知行合一;经济实惠,多年老店了，是我对虎坊桥的记忆;口味4(非常好);环境4(非常好);服务4(非常好)
02-19;睡不醒1234;牛肉质量好，环境一般，服务比以前有提高;口味4(非常好);环境2(好);服务3(很好)
02-17;张小仙儿胸口;没有服务员就别开，专程跑过去就只让坐门口以及有柱子挡着的位子，管理和服务这么差，祝早日关门;口味1(一般);环境1(一般);服务0(很差)
02-13;活尸摆渡员;口味：口味不错，肉质还算新鲜，价格也可以，就是石锅拌饭的品质有待提高。环境：1.我那桌离门口较近，今天风大，感觉抽风系统比较老化了，烤肉产生的烟几乎没有抽走。2.隔壁桌子的非本市籍就餐人士期间大声喧哗，时不时的抽烟，服务员从未措施。服务：单对我这一桌而言，服务不错，换璧子也很及时。总结：其实只要没有那些素质低下的人在，首都的餐厅总体还是不错的。;口味3(很好);环境0(很差);服务4(非常好)
02-13;雨莹s;虎坊桥烤肉城应该开了很多年了，每次路过这个十字路口都会注意到这个硕大招牌，今天降温，忽然想到这里烤肉；环境稍显旧，但比较宽大明亮，一进门发现经营模式分两部分，一面是传统韩式烧烤，另一面是铁板烧自助，因为头回来，果断选择传统烤肉；先说特价牛肉，按照网友推荐必点，下图第三张，量足味美，鱿鱼，新鲜好吃，调味牛排，厚实口感不错，还有冷面很好很地道；总体感觉还不错，下次准备来尝试铁板烧;口味4(非常好);环境3(很好);服务4(非常好)
02-13;leopa_yang;确实好，肉的口感超好，还得再吃;口味4(非常好);环境3(很好);服务4(非常好)
