time;user;text;score1;score2;score3
02-20;唯一key;差，房间真的差，厕所门都没得，床也小的可怜！除了地理位置优越以外，不想说任何和话，反正就是差！;房间0(很差);位置3(很好);服务0(很差)
02-06;婉君__304;交通便捷的服务，宾至如归的感觉。热情洋溢的笑容，繁华的商圈。;房间2(好);位置2(好);服务2(好)
01-31;萱萱_6045;大栅栏这里交通方便，环境是周围同等价位的算很干净的。吃饭附近就有小馆子或者去对面马路有好一点的餐馆很多家卖烤鸭的啥的都有，价位便宜。;房间3(很好);位置4(非常好);服务3(很好)
01-25;SH^o^YY;位置很方便，就在大栅栏到前门大街和各种小吃店也比较方便，说实话距离公交和地铁并不近，要走很远，大冬天很冷的。不过要是在前门逛逛方便极了。环境一般般，没暖气，只有空调要开二十分钟才暖和点。我们定的150元的大床A注册会员赠了三张二十元券，每次用一张省了点。房间不大的，灯光暗了一点，但是不影响住宿的，不需要过分介意，卫生间没有暖风，洗澡冷的，有吹风机洗头发方便;房间2(好);位置4(非常好);服务2(好)
01-23;从俊锦;房间比较小，都是隔断间，但是卫生干净，物美价廉，地理位置优越;房间4(非常好);位置4(非常好);服务4(非常好)
01-17;张大正;这样的位置让人觉得性价比特别高，提前从网上预定的，经电话确认以后不用预付或信用卡担保，入住的时候也不用交押金，虽然不是每个房间都有电话，都是前台接待的态度非常主动贴心。只是房间稍微有点冷，三九天觉得被子有点薄，晚上11点回去的时候正好有人办入住，只剩一个大床房间，竟然还主动便宜到了119，商家是不是太实在了？！;房间4(非常好);位置4(非常好);服务4(非常好)
01-13;熙宝贝_5306;房间很干净关键是交通方面到那里都可以房间东西都很全离天安门广场比较近;房间4(非常好);位置4(非常好);服务4(非常好)
01-11;乔乔_8471;还行，挺好的，就是不太好找，除了小点，还挺干净的！服务态度也很不错！出门就是繁华的街道;房间3(很好);位置4(非常好);服务3(很好)
01-11;A《等》人;交通便利  附近购物 很方便  离前门很近   室内卫生也可以  就是房间非常小 也难怪了  首都比较繁华的地域  肯定寸土寸金喽  可以信赖的小店;房间3(很好);位置4(非常好);服务4(非常好)
01-04;丁秀洁_9170;房间一般，隔音不好，床上用品不干净，但是热水不错，位置好，价格低。;房间1(一般);位置4(非常好);服务3(很好)
01-02;dpuser_1081169488;设施都完备，可能是在前门的原因，房间比较小，如果是看升旗仪式，或者半夜活动，倒挺不错;房间2(好);位置4(非常好);服务4(非常好)
15-12-27  更新于12-27 14:00;zwj316;路过首都，带着母亲大人逛逛京城，在网上预定了这家，看中这里交通方便，离天安门比较近，而且汉庭和海友的环境还是很有保障的。但是真到了门口，没想到坐落的位置这么繁华，出门就是商业街，门口全是商铺，人来人往。订的双床房，优惠完只需要154，15平米的房间两人住足够了，卫生看着也不错，这个价位在北京真的是很超值了，唯一不满意的地方是房间有一个小窗户不太严密，冬天室内温度上不去，晚上觉得有点风，房间在二楼，所以外边的灯光和声音对睡眠质量要求较高的人有点影响，但是总体来说还是很不错的，用点评搜索发现门口胡同里有不错的小店，可惜只有一天时间，没办法一一品尝，以后路过还会考虑住这里的。;房间3(很好);位置4(非常好);服务3(很好)
15-12-27;奶糖馅饼;位置蛮好找，就在大栅栏商业街，比较喜欢有窗的房间，浴室地漏不漏水。。。洗着洗着就成池子了。。。;房间3(很好);位置4(非常好);服务4(非常好)
15-12-26;丹乐杰;总体来说还不错吧！地段OK 不难找，原本以为会很吵，还好还好。;房间2(好);位置2(好);服务2(好)
15-12-23;梧桐细雨2120;位于北京繁华商业街大栅栏，交通便利，餐饮齐全，房间不大，但设施齐全，很干净整洁。唯一美中不足是隔音不太好，但这个价位还是可以理解的。朋友看了也说好，说再来就住这儿啦。;房间3(很好);位置4(非常好);服务4(非常好)
15-12-22;么么_3764;很方便，就在前门大栅栏，离地铁站也很方便，总体还不错。态度挺好的;房间4(非常好);位置4(非常好);服务4(非常好)
15-12-19;木楚杉;房间很小，没有窗户，而且抽水马桶经常堵。但是地理位置不错，交通也方便。要是注重环境的童鞋就三思了，随便住住还是可以的。;房间2(好);位置3(很好);服务3(很好)
15-12-15;超子0806;交通便利 位置是要点 就是房间太小了北京真是寸土寸金啊 附近消费太高了这个价钱很不错了;房间3(很好);位置4(非常好);服务2(好)
15-12-15;dpuser_92512010779;房间真是出乎意料的小啊 门还不严 关了门能看到走廊的灯光 更别提隔音效果了;房间1(一般);位置3(很好);服务3(很好)
15-12-09;Jenny_7007;还会再来旅游的真的很好，北京北京.酒店实惠还会再来旅游的真的很好，北京北京.酒店实惠;房间4(非常好);位置4(非常好);服务4(非常好)
15-12-05;橘子_3781;以后还会住海友，服务和设施都不错，还很方便，房间布局合理！棒！;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-29;艾米小美女;交通便利周边吃的很多，大床房很经济合算的，可能是淡季的原因吧，唯一不好房间不隔音，隔壁做爱一个女的使劲叫，晕;房间2(好);位置3(很好);服务2(好)
15-11-28;一块鲜肉;位置好服务好，交通特方便，周围还有很多胡同可以钻，前台小哥也很耐心！旅行选这边很满意。毕竟经济酒店嘛，已经很不错惹！附近有四季民福、都一处、东来顺这些老字号，门框胡同就在隔壁，吃吃点心也是很棒！地铁站公交站全部步行几分钟就能到了。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-28;只做属于伱;新装修的，卫生还是十分的干净的，服务员态度也非常好，环境很干净，又是挨着大栅栏，适合游玩的朋友们去住宿，周围吃的挺多，各式各样的，晚上在大栅栏溜溜弯，然后再逛逛小吃什么的，屋子环境很干净，十分满意;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-28;吃货or家族;在网上找了好久，终于找到让自己和家人都满意的住处，配套设施完善，应有尽有，全家人都觉得很不错！主要是出行很方便！公交车站，地铁站什么的，早上看升旗也不算远啦，而且周围餐饮什么的都很全，能吃到各种小吃大餐等等…;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-27;脸_LY;还不错，，地理位置好，坐车也方便，，也比较好找，住的地方挺干净的，;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-22;小结缘;各方面都不错。去北京旅游订在这里入住了三晚，去各个景点都比较方便。1.酒店在大栅栏商业街里，从前门地铁站C出口出来，走到煤市街。沿着煤市街一直往前走，看见麦当劳，向左拐，没多远就到了。从酒店可以步行去天安门，故宫，虽然有点远，但还算方便。2.前台服务还算不错。去入住那天比较早，还不能入住，不错可以先寄存行李。退房后也可以寄存行李，晚上去取，比较方便。3.酒店入住不用押金，只要在当天交房费就可以了。4.酒店设施不错，床铺很干净，每天有人打扫。就是浴室地漏下水慢，还有隔音效果真的很差啊，旁边房的动静一清二楚。早上很吵。5.周围吃的东西很多，不过过比较贵。综合各方面还有酒店还是很不错的，如果两个人去旅游住在这里很划算，房费也合理。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-21;麦兜_4183;每次去北京都住在海友，环境真心不错，出门就是街，吃的用的很方便;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-20;青涵_8593;真的是非常不错的一次体验，地铁到前门站出来之后走过去就很近了，而且一路上都是店，门口就是小吃街，可以逛逛买吃的，都是特色，而且离天安门很近，早上直接一条直线走过去就是了，卫生也不错的，价格适中，性价比很高的店，有机会的话还会再去的;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-19;dpuser_69589390112;房间内没电话，找前台还需要下楼，不方便，卫生间内没有大浴巾，不方便，环境挺干净的;房间2(好);位置2(好);服务3(很好)
15-11-15;愉快的小猫;交通很方便 出门就是购物街 但是很遗憾的是房间没有窗户 可是预定的时候并没有说 房间很小 格局不是很满意 可能是因为交通方便的原因 价钱并不便宜 如果再订酒店 建议可以稍微选择远一点的地方 但是价钱和质量都能高一些吧 没有窗户很难受;房间3(很好);位置4(非常好);服务3(很好)
15-11-15;笑死你妹妹;地理位置很好，交通很方便，虽然房间空间不是很大，但是200多的价位，也不能再要求什么了。服务员态度还行，周围吃的也很多，走到哪里玩到哪里，有些房间是没有窗户的，要窗户还需要加强。但是没有窗户的房间，确实很难受啊;房间4(非常好);位置3(很好);服务3(很好)
15-11-14;xin87627;交通很方便周围有地铁和公交，身处景点之中不用多走就可以游览大栅栏和前门。好多好吃的在周围，给家人带东西也很方便，房间小巧温馨麻雀虽小五脏俱全，住在这里很舒心。以后如果有机会再来还会选择住在这里的～很喜欢。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-12;Sammi_3103;交通非常便利，临近地铁线，公交站！去哪里都很方便！早上看升国旗，住在海友酒店，距离很近！起的早的话走走路去也可以。楼下就是商业街，买各种小礼品，小吃街！还有很多百年老字号都在这条路上，距离东来顺，还有德云社几步之遥！酒店卫生和服务都不错，价格也很合理，以后来北京就住这里了！;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-09;tbdgx;地点很好，大栅栏商业街上。北京酒店检查很严，身份核查很严格。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-08;尖屁股老囡;环境还不错，就是吵，房间隔音效果不好，半夜还有人在走廊里聊天，又不想开灯起来，真是醉了，半梦半醒着听完北京味的老男人对话;房间2(好);位置3(很好);服务3(很好)
15-11-07;dpuser_48854559798;晚上在那边看话剧，就临时找的酒店，在西单这边，位置很好，市中心交通便利，房间不大，空调电视wifi吹风机齐全，不过洗手池在房间里，跟洗浴的分开的，住的标间，这个地段这个价钱已经很好了，服务还不错，真心好评;房间3(很好);位置4(非常好);服务2(好)
15-11-06;fullddla;就在大栅栏商业街上，张一元对面，非常繁华的地方，房价其实还是可以接受的，看升旗什么的都很方便，就是附近吃早点的话比较费劲，都是些个人的小地摊儿，但是白天能送餐的商家都给送，房间不大，多是内床，或者没有窗户，有窗户的基本都是噪音比较大，卫生一般，前台和客房的阿姨态度还算可以吧，隔音不好，上电梯需要刷放卡，感觉还是很安全的;房间3(很好);位置4(非常好);服务3(很好)
15-11-06;C_253432;方便的不得了，大栅栏商业街两边都可以走，公交线路很多，地铁站五分钟之内。因为海友的定位就是年轻人，房间对于独行的人是足够的，房间也干净，收拾的很整洁，吹风机的功率也够，隔音的效果如果不是睡觉的要求特别高，也是OK的，就是晚上的时候有些水声和偶尔有人声。我是早上到的，事先定了房，9点多就入住了，而且店里还提供寄存包的服务。下次去北京还住这。;房间4(非常好);位置4(非常好);服务4(非常好)
15-11-01;dpuser_86734601582;挺好的，地理位置不错，但是房间有点小，我们是续住的，阿姨没有来收拾干净，阿姨不怎么样，男服务员不错，女服务员有点没有耐心，卫生情况和贵的酒店比起来一般，但是毕竟价格便宜，性价比还是很高的，交通很方便，总体挺好的;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-26;dpuser_94948074425;非常不错的地方，每次来北京必去海友，环境好，服务好，都好都好。。。。。。。。;房间4(非常好);位置4(非常好);服务4(非常好)
15-10-21;王小美0523;挺好的 特别小 但是位置这么好 已经很满足啦下次再去还会选择住在这里的 溜达购物 不论去哪都很方便;房间3(很好);位置4(非常好);服务4(非常好)
