time;user;text;score1;score2;score3
02-10;PUNCH3811;很有历史感的老建筑重新翻修开业的，外部和室内装修都特别有范儿，前面的店铺主要经营的古书籍和一些文艺类图书，店内不准许拍照，但是服务态度很好，就像朋友一样接待来访者，木质地板和书柜配上橙黄色的灯光很有感脚，店面后面是店家偶尔会举办文艺活动的场所，在争得店主同意后拍了一张照片，并且从店主那得到了微信号，如果以后有活动会有通知，就可以进到那边参加活动。整体说来就是很小资的一家书局，前店卖的书如果不是很感兴趣的，就只是看个热闹罢了.....;产品2(好);环境2(好);服务2(好)
01-25;曾繁尘;二楼和后院都不开放了，只有一楼前面小小的地方。很多签名书和珍贵书籍。;产品4(非常好);环境2(好);服务3(很好)
01-20;l_u_s_a_n;喜欢小胡同里的店，比较有特色，但是卖的商品一般。;产品4(非常好);环境4(非常好);服务4(非常好)
01-18;椒盐儿橙子;杨梅竹斜街上挺文艺的小书店，吱吱呀呀的木地板，午后阳光照耀的小绿植，大大小小的麻布袋子。but no shot…;产品1(一般);环境2(好);服务1(一般)
01-17;吱吱吱吱吱吱吱吱吱;如果能点负分的话一定点负分！什么破态度！！千万别理站在柜台后面的两个丑八怪不然会被咬到！;产品0(很差);环境0(很差);服务0(很差)
01-17;luting008;态度好差 人丑还性格不好 怪不得两个丑人结为夫妻开丑店;产品0(很差);环境0(很差);服务0(很差)
01-12;不比的;外面很复古的 里面不大 来看看也可以;产品2(好);环境2(好);服务1(一般)
01-05;S_659945;有幸进去了二楼 欣赏了老板的私藏香炉展 都是中日香炉精品 二楼是好美的一片小天地 野草葱茏的瓦片屋顶 窄窄的木质楼梯 小花草小窗棂 好像在民国;产品4(非常好);环境4(非常好);服务4(非常好)
01-03;山抹微云k;很小 没什么可看的 书倒是还不错 看评论以为是很好的;产品3(很好);环境1(一般);服务1(一般)
15-11-08;鱼渺渺;这家书店也算是慕名前往，店内布置用了心思，主要看书，没有太多惊艳之处。有一部分收藏书以日本文化方面为主，少量台版，还有部分老版武侠书，有一些文创产品。国内书以中华书局和广西师大理想国为多。偏重在文学艺术类。拿了几本书看，店主过来讲不要动，看他也面露不悦。可以理解爱书之心，那么一本供翻阅其余不拆塑封即好，可看未塑封的书品已经质量一般。本来打算不空手而归支持一下，看店家这冷脸，还是走人为佳。开实体书店不易，但也不要太高冷了啊。;产品2(好);环境3(很好);服务2(好)
15-10-18  更新于10-18 01:01;幺乖妹;老房子改的。“模范书局”四个字刻在石板上。门口两块大屏风。这其实不是家卖书的店，更像是展览或者是以书为线索来链接人们。店里不许拍照。摆着些枯叶啊残荷开过了的花花草草啊，笔墨纸砚啊什么的。书是这里的心肝宝贝，顾客不能随便翻动，店员会来帮你的。好几本北岛的书，一本500块。大概是这个版本珍贵吧。二楼可以开办小型讲座，书友会什么的。看得出来，这应该是一个极其爱书的人开的店。就像爱吃的人开私家菜馆一样。;产品2(好);环境3(很好);服务2(好)
15-09-29;小白话虫;喜欢这栋建筑，以书会友，算是杨梅竹斜街文艺地图必到地点吧。;产品2(好);环境3(很好);服务2(好)
15-09-28;去年六月的夏天;门口用两个屏风挡住了屋内的环境，使人不得不挑帘入内才能看到里面的风景。屋里大大的书柜上陈列着各种书籍和民国时期写毛笔字用的笔墨纸砚。;产品4(非常好);环境4(非常好);服务4(非常好)
15-08-27;完美反复;貌似算和柯达电影院结盟了而且没那么多坐在地上的不过确实是吸引我的地方后面找着了就回家了也没呆了 不过里面的装修风格真的很有意思还大声对店内的小朋友呼呼喝喝再一次觉得爱看书是好事当时买什么都帮忙弄得很好但很快就被人群围的看不见了找起书来也是挺需要时间的.;产品3(很好);环境3(很好);服务3(很好)
15-08-22;秋天DE雨记;唯有这里才能让心彻底平静下来会员卡可以积分换购一些小东西也许喝喝咖啡还不错吧还有就是这里是通宵营业的装饰还有满墙满地的书在意布置一种书天书地的氛围音箱制品也是非常的全价格也比其他地方买的便宜多了最重要的是福州路哈密瓜太多但美中不足的是书不打折.;产品3(很好);环境3(很好);服务3(很好)
15-07-31;德源钏钏;电影院的一个厅就在大众书局俩面能够满足我的一些要求挺好看一小女孩趴在地上看书无聊的时候进去逛逛也挺舒服的~真正看书应该看不进去走廊那边有位子可以坐着看书感觉是上海最好的一个书城小时候就有这么一个书城了电子书实在不是我所喜爱的买了可能会有点不舒服.;产品3(很好);环境3(很好);服务3(很好)
15-07-19;anne_da0811;这几天一直在杨梅竹做调研，模范书局是受访者之一。模范书局的定位其实并不是卖书，而是展览和以书会友，如果你神奇地在模范书局遇到了“真爱”就把它买下来吧！哈哈哈！有的时候会看到一些家长带着小朋友进来，会问店员有没有给孩子读的书，但其实这家店里卖的书都是有关艺术、建筑、服饰的，而且这些书都是由老板本人亲自挑选，甚至有的时候老板会不远万里带着几本书去拜访作者求签名。这里并不是一个出售书本的空间，而是一个类似于爱书人的圣地的地方（不知道这么说会不会有点过，但通过我们这几天观察来看，不管是老板还是店员都是真心爱书的）。有些时候有的顾客在浏览图书的时候会用力压书或者在那时放回去的时候会有些不细心，损坏了书本，这时店员都会有些着急，上前亲自把书放好或提醒顾客。另外，这里还会不定期地举办展览，比如说今天我们就参观了一个有关香炉和香的展览，日本古代制作的香炉，美哭了。还体验了几款比较珍贵的香，感动哭了。听说周六他们还在约扬之水老师的签售会，哎呀！我要翘课啊！;产品4(非常好);环境4(非常好);服务4(非常好)
15-07-12;Rroddn;书的本质，稀缺度和完整性目前还不足以支撑店家体现出来的所谓范。北京拍卖会不少，上万十万的书预展都是随便翻看，不至于防人如防贼。吓唬穷文青可以，放在鼓浪屿可以，在北京可不行。;产品1(一般);环境3(很好);服务0(很差)
15-07-09;红豆冰山2013;店主夫妇像看贼一样盯着每位顾客 对待顾客的提问也是冷言冷语 让人感觉非常不好舒服 既然从内心那么排斥顾客 不知道为什么还要开。不解。;产品3(很好);环境3(很好);服务0(很差)
15-06-29;liangdoudou;位置：杨梅竹斜街里，因为书店房子比较大，所以还是挺醒目的。内部：书局非常有feel，一进去，气场及不一样的，内不是高高的木结构房子，非常复古，店内的东西也都比较特殊。这家书店也不是天天都开门，有写书客人不能动，由店主负责翻阅和讲解的，很多书都是传统手艺制作，价格不菲，但是超级有品质感！还有一些普通的，可以自行选择，但是书的品种还是以文学为主，多半都是大家的散文啊，诗歌啊等等成册，比较小众一些的，适合文学爱好者。店里不让拍照的，挺不错，要是有地方可以坐坐，有些公共读本会更好！;产品2(好);环境3(很好);服务2(好)
15-05-17  更新于05-17 20:17;carriex11;更像是一个书的博物馆吧(书籍版的观复有木有)  书籍基本不让客人动手翻动 店员会帮忙翻阅 (据说是too 珍贵的典籍) 外部的建筑是民国范儿 店内设计味道不错 装饰的枯荷 残枝 凋零的玫瑰 很有调调  地板踩起来的感觉很年代感 二楼正在举办莫言的书展 多是限量版的书籍 据说经常会举办一些展览 讲座一类 很小众的地方 主人藏宝聚友之所在 店员都神经普遍紧张的防拍照 防动手拿书  小心看管这一店的宝贝 不过 相比较这高冷路线 更喜欢暖心亲切的小书店吧 至少 可以有能触摸的书页和有温度的文字;产品3(很好);环境3(很好);服务1(一般)
15-05-17;zoe_2422;不喜欢，店家像防贼一样防着顾客，连书都不让碰;产品0(很差);环境0(很差);服务0(很差)
15-05-16;小啊钱;外表有趣，就是不知道是干嘛的？！看书没座，买书没几本，展览也不明白，茶室也不让近，看不懂。;产品1(一般);环境4(非常好);服务4(非常好)
15-05-01;三月介凉;能静下心来读读书真的是很不容易上个礼拜周末偶尔又去了次反而最畅销的放在书店最里面包括服务员穿的衣服也很有特色阁楼上中厅也有个镜面书架我们点了咖啡和巧克力蛋糕书城的书不全就不叫书城了还能打折就是双休日人太多电子书实在不是我所喜爱的有空还是得去那里充充电了.;产品3(很好);环境2(好);服务3(很好)
15-04-29  更新于04-29 00:19;shengtuolini_tianshi;旧时光气息很浓很文艺的一家店，门脸就很有出穿越时代的气息感。在如此浮躁的社会下，寻觅一片净土是太难能可贵的感觉，走进去被满满通天的书柜惊艳到，摆放着各种专业的书籍，且不说价格，光看装订和样式，就能感觉出书香格调的不凡。里面设计类 历史类 陈列的书籍都比较专业，摆放的物件也是很有品位。第一次来杨梅斜街就遇见如此的书局，听说老板说文化之人，三层之高的老宅，上面是书写 装订的地方，不开放。真正喜欢书的人可以来逛逛看，有点特别。;产品4(非常好);环境4(非常好);服务4(非常好)
15-04-21;大头de猫猫;很有趣的店～！第一步踏进店里老旧的木地板咯吱咯吱地响起来，一下子让我想起南方老家奶奶家的小洋楼。店内的商品很独特，尤其是书籍，属于小众类。价格没看，所以不多说。觉得这样的氛围如果可以再搭配个咖啡馆或者茶吧就好了。;产品3(很好);环境3(很好);服务2(好)
15-04-14;嗜食者桃;店内装饰美  喜欢凤仙花  本子虽然质感好却死贵  一本就一百软妹币  有一个庭院  别有洞天的样子  但是暂时不让参观的样子;产品2(好);环境4(非常好);服务2(好)
15-04-07;xo酱烤少女;地方不大，但有民国老书局的典雅气质，藏品也是外面难得一见的。有时会办展览或活动，持续关注中。;产品3(很好);环境3(很好);服务3(很好)
15-03-25;维尼蜜罐;很有调调，其实书不多。走进里面，地板嘎吱嘎吱响不停。好奇店家的盈利模式;产品3(很好);环境3(很好);服务3(很好)
15-03-10;那敢情好了;不让拍片子，只能看。理由是有很多独家的东西;产品3(很好);环境3(很好);服务3(很好)
15-02-04;王王子;从装修看非常不错进去逛了逛，对我来说太高大上了 -。- 不过对有这方面需求的人肯定是太赞了吧！;;;
15-02-03;judydp;这个报道过，是一对夫妻，为了理想开的，，都是线装书，古版，所以中老年人居多;;;
14-11-09  更新于11-09 21:22;吃了个肚歪;书局在杨梅竹斜街是座占地很大的两层石楼，门口的木牌子显示这里有书籍、展陈、设计、讲坛，里面装饰很有格调的样子，可惜始终没搞懂这个叫书局的地方到底卖不卖书,。进去的一些人看起来都有点年纪有点装13，门口还有屏风看不清楚里面。;;;
14-10-27;京城吃货日记;线装书，刻板印刷，都是老物件。从装修看老板相当有品啊！日本原装书也挺吸引我的。;;;
