time;user;text;score1;score2;score3
02-26;yumengpurple;泰豐樓作為北京的八大樓之一，名氣排在第二位一定是有他的道理的，服務態度好，味道可丁可卯，泰豐過油肉色澤油亮，肉片嫩滑，用海參作輔料，咸鮮可口，糖醋魚片大贊，外焦里嫩，肉鮮味美，一大片吃著很過癮，糖醋汁和米飯也是不錯的，芫爆百葉火候把握的恰到好處，百葉鮮嫩，軟度適中，味道也好，紅燒肘子燉的軟爛入味，香而不膩，特別適合老人，筍尖燒鱔魚遜色一些，鱔魚有點腥，而且收拾的不是很乾淨，火爆腰花色香味俱全，刀工絕對夠水平，就是輔料太多了，脆香蓮藕麵筋味道尚可，百合鮮豆腐鮮嫩可口，配以豌豆，玉米，蟹棒，營養豐富，肉末燒餅用的不是肉餡，而是把燉好的肉切成碎末，所以格外的香，肥瘦相間，唇齒留香，唯一的缺憾就是過生日要消費到800元才能送長壽麵，希望能有所改進;口味4(非常好);环境4(非常好);服务4(非常好)
01-03  更新于16-02-22 13:16;jimulai;参观完国家大剧院来泰丰楼吃顿午饭，这里是鲁菜老字号，也是当初的八大楼之一。三吃丸子算鲁菜代表菜，还不错。火爆腰花，不很好，处理不干净，腰子味有点大。笋尖鳝鱼段，味道还行，部分笋不是很嫩。西芹百合炒南瓜，中规中矩，就是百合南瓜比例有点太低。艾青团，味道不是很喜欢。装修有点旧了，服务一般，不少新员工，业务不熟练。没有免费停车位，吃饭也没有停车优惠，这点很不好。;口味2(好);环境1(一般);服务1(一般)
02-21  更新于16-02-21 19:31;阿呆挺好;进门有种老国营馆子的感觉，服务态度也是典型的企业范儿啊哈哈...看看前后左右桌都和我们一样儿孙子女带着80多的老人在吃饭，我家的老人年年都会想这里所以全家也就来了姥爷连菜单也不看了 点了他心中的几个经典菜吧-水晶肘子 一道我一直觉得又贵又少的凉菜 但的确适合老人因为肉软嫩和普遍餐厅比-南煎丸子 这次上的超级快 感觉是早做好了 果不其然丸子竟然有些凉 而且勾芡的汁儿很少 一看就是出锅久了的 太糊弄了吧……-素烧茄子 提高的地方是没以前的那么油了 但明显比以前量少了-清蒸鲈鱼 就是无惊无喜和哪里做的都一样的 其它菜就是规规矩矩老样子不难吃但也没什么惊艳之处 总之此次纯属为了家里老人 自己的话应该不会去 价格不便宜性价比不高啊;口味3(很好);环境2(好);服务2(好)
02-18;panhy;老字号，质量很好，就餐环境比较小，停车困难。;口味3(很好);环境2(好);服务2(好)
02-16;天天好心情_1952;环境一般，服务不错，味道很赞！;口味4(非常好);环境2(好);服务4(非常好)
02-13;gcqcy;京城八大楼的名号有些名不副实了！味道一般，服务态度一般，就是价格不一般;口味3(很好);环境2(好);服务2(好)
08-11-16  更新于16-02-11 04:25;张小喵无所不在;水晶肘子，水晶很透亮，但又不是加了明胶粉那种；肉也很嫩。这个菜30芥末鸭掌相对品相不够漂亮，拆骨的时候把鸭掌片成了条。18拌苤蓝丝很爽口，是一道价廉物美的小菜。10酸辣瓜条说是酸辣，其实是酸甜，口感也很爽脆。6酱牛肉价钱不贵，味道一般。18红果山药受到了大家的喜欢　16葱烧海参用的是一般的原料，海参不够软糯。不过也别怪店家，现在一般的海参都这样，如果要好的品质，价钱可海了去，这一盘海参也就够买一根辽参的。葱油汁调得还不错，最后那点卤汁是我用饭拌了吃的。128芫爆肚丝，葱香、胡椒香糅合在一起，咸鲜利口。35炸烹虾肉，这也是鲁菜馆的拿手菜，先炸后烹，虾肉够大，品质够鲜。60锅烧肘子，品相很好，不挂糊不拍粉，可皮照样是酥脆的，配上荷叶饼、黄瓜条、葱丝和甜面酱，确实是一道很有面子的大菜。50油爆猪肚，这是我特意点的。油爆是山东菜的绝活，我先后在南来顺、同和居品尝过，总有这样那样的瑕疵。今天尝到的还是很满意的。55干靠鲈鱼，这道菜很受大家的欢迎，很快就空了。微酸微辣微甜，没觉出酸，辣和甜倒是有的。60元／斤三吃干炸丸子，个大漂亮，金黄酥脆，价格也便宜，强烈推荐。22栗子娃娃菜，菜够软糯，栗子有点发艮。据店家说，栗子用的是罐头的，鲜的剥起来容易破相。量很大，从性价比来说还是值得推荐的。20烩乌鱼蛋汤，辛辣刺激，开胃解腻，价格在鲁菜馆子里算便宜的，一大海碗36。点心都很出色。;口味4(非常好);环境4(非常好);服务4(非常好)
02-10;chiputaobutuputaopier;过年的家宴选在鲁菜老字号泰丰楼，因为他家的菜口味都很适合老人家们吃，而且位置就在离前门不远的地方，交通特别方便。提前订的全家福的家宴，因为只有10个人，就去掉了两道热菜，共有六道凉菜，八道热菜，一份乌鱼蛋汤，银丝卷和萝卜丝酥饼，还有水果拼盘。热菜都非常好吃，适合北方人的口味，个人感觉最出彩的是全家福，是用各种海鲜炒制而成，色香味俱全。四喜丸子也特别赞，肉质口感极好，肥而不腻。香酥鸭如其名，香酥可口入口即化，老人吃也可以咬得动。两吃桂鱼里面更喜欢糟熘鱼片，糟卤的味道很浓厚，鱼肉也很细腻，而干煸桂鱼口味稍重，是咸辣口的，觉得桂鱼这样做法稍微有点可惜。白扒鱼肚很特别，口味想对清淡，和其它重口的荤菜搭配起来很合适。;口味4(非常好);环境4(非常好);服务4(非常好)
01-31;3131WJ;还可以，国营老字号也就这样，菜价偏高，菜量偏小，香酥鸭，爆三样，过油肉，三吃丸子，乌鱼蛋汤，萝卜丝饼，干靠桂魚，不错。;口味4(非常好);环境2(好);服务2(好)
01-30;jenny_d0818;这家是正宗的鲁菜，北京八大楼之一，历史悠久，坐标前门，中午和同事在这边吃的，感觉很不错，因为曾有四个月时间在济南生活，吃了不少鲁菜馆，这家味道还是很正宗的，按照菜谱或大众点评的推荐点菜就没错，价格不便宜，但还是值得的。推荐喜欢鲁菜的朋友来尝尝。;口味3(很好);环境3(很好);服务3(很好)
01-30;佐为_ly;周末时候去吃的～～实在是不怎么样～～家里人一直觉得是八大楼之一～～味道肯定不错～～所以家里聚会就选那了～～结果～～最大的一个包间不仅门口正对洗手间～～屋子还巨小～～我们一家十几口人根本装不下～～吃饭都只能是轮流坐上桌～～菜的味道也还在不太行～～又凉～～还不好吃～～老字号再不珍惜一下自己的招牌也就真的不怎么开得下去了～～;口味1(一般);环境2(好);服务0(很差)
01-25;qzgzy;老字号，人不算多，服务不错，一昧清蒸桂鱼确实不错。;口味3(很好);环境3(很好);服务3(很好)
01-24;黑娃321;服务很好，典型的山东菜，海参是特色，但有点小贵，菜也有点偏咸。;口味3(很好);环境3(很好);服务4(非常好)
01-21;正宗老博;补点评！和同事一起去前门逛，随便尝了一下八大楼之一的泰丰楼。老字号，门面、装饰都是仿古的。服务员不少，服务也还可以。我们4个人点了4个菜，芫爆肚丝、爆三样、葱爆羊肉，还有一个什么鸡肉。首先说菜量确实不大，三个女孩1个老爷们，把菜基本上都卷了。二说速度，上菜的速度确实不快，而且间隔时间长。三说味道，味道确实不错！;口味4(非常好);环境4(非常好);服务4(非常好)
01-19;soniajz;服务太差，爱搭理不搭理的。虽说是老字号，生意大不如以往了。;口味0(很差);环境0(很差);服务0(很差)
01-17;兔兔猫爱小鱼;八大楼之一的泰丰楼~主打鲁菜。老馆子有老馆子的气质，气质在那里了，价格什么的就比家常菜高了一些~不过我认为随便吃吃，人均80也是可以的。糖醋鱼片，这道菜超级推荐。糖醋汁调的恰到好处，炸过的鱼片酥脆，趁热吃，凉了的话油炸食品还是会有些腻。第二道菜推荐南煎丸子，肥瘦比例合适，肉馅里面打入马蹄，脆爽的口感中和了肉的肥腻，味道鲜甜，颜色红润。百合嫩豆腐主要是为了清口，清淡的汤菜，白白的豆腐;口味3(很好);环境3(很好);服务3(很好)
01-13;毛毛H_6758;全都好!味道正宗，上菜速度很快，服务也很好!;口味4(非常好);环境4(非常好);服务4(非常好)
01-11;格尔刚;原来每逢过生日必去，鲁菜有特色。这几年人工涨了，不过特色菜的味道没变，推荐香酥鸭、两道肘子、干炸丸子、三鲜面（卤和面单点）。家常菜味道大变，原来吃过油肉那大油肉片，现在呵呵了。除特色大菜外，没什么可圈可点地方。;口味4(非常好);环境4(非常好);服务4(非常好)
01-10;hildaqj;初中毕业20年大聚会，担任点菜官，一大群人吃饭的好处就是可以把招牌菜点个遍，坏处就是忙着聊天顾不上品菜。香酥鸭味道不错，芫爆肚丝略腥气，葱爆羊肉炒老了，干熇鱖鱼微辣口但肉质细嫩，吃得是气氛，整体来说还不错，装修太旧;口味3(很好);环境1(一般);服务2(好)
01-07;鲍澎;老酒楼了，菜不错，就是年数多了，该装修了！;口味4(非常好);环境2(好);服务3(很好)
01-05;爱笑的么么鱼;这家主打鲁菜，也有甜口的菜，味道很像山东名菜馆城南往事，菜量适中。位置就在前门西大街供电局路口，下面依次详述菜品～【功夫豆腐】（名字不确定了）里面有豌豆，玉米，百合，蟹棒，豆腐，滑滑的，里面嫩嫩的，味道好极啦，卖相也不错～【滑溜鱼片】仔细品起来，一股醉人的香甜，美味～【板栗白菜】很清淡的口感，清口必备～【宫保鸡丁】也是很受欢迎的一道菜，偏甜咸口，似乎加了很多甜面酱，比眉州东坡还要再甜一点点～【干炸丸子】配有椒盐、辣椒，油比较大，减肥者慎入～总体感觉不错，给五颗星！;口味4(非常好);环境4(非常好);服务4(非常好)
01-04;神圣庇护者;喜欢鲁菜，适合我的口味……咸香，吃饭人不少。';口味4(非常好);环境3(很好);服务3(很好)
01-03;青儿_小舍蛇;老字号，味道很不错，就是环境和服务员太差了，一看就是老国营的派头，有待改善;口味4(非常好);环境2(好);服务1(一般)
01-01;attendezmoi;服务差劲，环境一般，口味没得说的差啊！;口味1(一般);环境1(一般);服务0(很差)
01-01;sibeisi;以外之喜，经过了砂锅居的失望，无意路过，进去后看着破破烂烂的菜单感觉回到了80年代，完全没有吃的欲望，但是意外的好吃呀！中规中矩的鲁菜，虽然不是时下流行的创意菜，但是挡不住味道正！老字号请加油！;口味4(非常好);环境2(好);服务3(很好)
15-12-31;Teresa108;虽然是老店，但味道环境服务都很一般、冲着名气去的，但失望而归;口味3(很好);环境3(很好);服务3(很好)
15-12-31;dearnicolett;感觉一般，菜品一般服务一般，没什么特别之处。;口味4(非常好);环境4(非常好);服务4(非常好)
15-12-27;yi_2052;老字号就是不一样，味道地道，只是服务也是国有企业特色还好吧;口味4(非常好);环境4(非常好);服务4(非常好)
15-12-22;HeartbrokenSoul_9937;非常好吃 价格贵有贵的道理点多了没吃完 哈哈哈 下回还想去～！非常好吃 价格贵有贵的道理点多了没吃完 哈哈哈 下回还想去～！非常好吃 价格贵有贵的道理点多了没吃完 哈哈哈 下回还想去～！非常好吃 价格贵有贵的道理点多了没吃完 哈哈哈 下回还想去～！;口味4(非常好);环境4(非常好);服务4(非常好)
