time;user;text;score1;score2;score3
02-18;dpuser_12137707741;前几天去前门特意看了一下，门面很不显眼，春节期间放假休息，没记错的话是正月十六开始上班，希望很快有机会去听一场。;演出4(非常好);环境4(非常好);服务4(非常好)
02-18;dpuser_9439268836;总得来说还不错，也是第一次来这里听现场，屋里陈列古香古色，地方不大，服务态度还行，不过就是不太暖和，得穿大衣听！相声说的挺逗，但给我感觉还是老前辈们说的表演的自如，年轻的演员说的很逗氛围很好，但是还是缺少了稳重，声音不够洪亮！注明一下，这里的所有工作人员都是相声演员，沏茶倒水的，收门票的，服务的，一会都换上衣服上台说相声了！有意思！;演出4(非常好);环境4(非常好);服务4(非常好)
02-17;苹果伴糖;请亲戚听相声比来德云社老店，正巧赶上了二队的演出，段子新鲜，演员很卖力。票是在门口一个保安样子的小伙子手里买的，特意选了位置，价格不便宜。进去满眼的方桌方凳，6人一桌，不认识的也拼在一起，点了标配瓜子茉莉花茶。很开心，就是坐久了稍有点嗖腿，建议冬天去的亲们带上搭腿的毯子，穿厚袜子厚棉鞋。支持传统艺术，支持辛苦努力的演员们，还会再来！;演出4(非常好);环境2(好);服务3(很好)
02-16;乐乐717;非常好的地方。演出很精彩。。。;演出4(非常好);环境4(非常好);服务4(非常好)
02-10;晴天也下雨;有名气的地方么就是这样的，不错不错;演出4(非常好);环境4(非常好);服务4(非常好)
02-10;亲爱的amy;好冷，好少人，小徒弟们说的好多我多没听清楚……要加油啊……;演出2(好);环境2(好);服务3(很好)
02-08;dpuser_91746529382;不满意，预定的票，退款都没给，导致我定了2次，收了2次费！服务不好！;演出2(好);环境0(很差);服务0(很差)
02-08;Aaronxueyong;没的说，关键是能让您开怀大笑。;演出4(非常好);环境4(非常好);服务4(非常好)
02-05;別人叫我ARK;贵就一个字，茶水30、50、80、120，一位，当然也可以不点。点心每份30。相声还是可以的，实打实的2小时，笑点不断，蛮好。想体验一下的朋友可以去。;演出3(很好);环境2(好);服务2(好)
02-04;dpuser_25250384450;真的和棒的。一如既往的开心。真的很好。机会很多;演出4(非常好);环境4(非常好);服务4(非常好)
01-29;QI_704613090;演出很给力，返场也很happy，去过几次了 就是希望能及时更新些新段子;演出3(很好);环境3(很好);服务4(非常好)
01-23;阔达球馆妍心;十一期间跟男票一起去的，因为提前了两天，座位位置很好！～;演出4(非常好);环境4(非常好);服务4(非常好)
01-23;路路张87;演出无趣，环境极差，再不去啦！！;演出0(很差);环境0(很差);服务0(很差)
01-22;銉瞳;相声是门语言艺术，将就说学逗唱，如此这般让来者放松一笑，真是本事。乐了，不止浅笑，轻松，闲适，放开怀，真真儿是投入的傻乐。忙里抽空，约上俩仨好友，来德云社里听德云社的相声，段子颇多，欢笑阵频频。翘腿落座，渴了喝口茶，闲嘴吃口食儿，满满的笑，可谓偷得浮生半日闲，真是不错不错。这附近吃食也是不少，灌肠、烤鸭、栗子、烧饼…;演出2(好);环境2(好);服务2(好)
01-21;dpuser_4480407400;演出一般，座椅老旧污脏，实在太冷了，前面两个大空调直吹，一点热气也没有，我们三人看了一个小时多点儿，冻得脚受不了迫切离开了，真有点丢了郭德钢的脸。;演出1(一般);环境0(很差);服务1(一般)
01-20;Lewis333;演出还好，环境一般，服务很一般;演出4(非常好);环境3(很好);服务2(好)
01-18;jimmy1213;我去的是天桥店~~~~还是不错的~~~;演出4(非常好);环境4(非常好);服务4(非常好)
01-17;小馋猫Mia;人好多 挺逗的 有一个哥们长的特别像张一山 太逗了 笑色了;演出4(非常好);环境3(很好);服务4(非常好)
01-11;江南的可乐;一般吧 而且比较破旧。也是不出名的相声演员;演出2(好);环境2(好);服务2(好)
01-10;大茶盘;唉，没去的时候很想去，去了就后悔，场子很差，椅子都脏脏的，里面也很冷，一点都不暖和，基本没暖气…演员都是不出名的徒弟，就一个说的还行，其他的真心差劲，好多人听一半就走了，我不会去第二次;演出1(一般);环境0(很差);服务0(很差)
01-10;mli619;演出没有三里屯的精彩，里面冷的要死。态度也很差。演员倒是卖力，但是略显生硬;演出3(很好);环境3(很好);服务2(好)
01-06;diss_;不错挺好笑的 推荐一下靠近左侧的座位 很冷;演出4(非常好);环境2(好);服务3(很好)
01-06;李玉龙_8410;好地方不用说，以后会继续来的！;演出4(非常好);环境4(非常好);服务4(非常好)
