time;user;text;score1;score2;score3
02-24;dpuser_1180774829;3人吃的饱饱的！加了个鸭架椒盐鸭鸡，一瓶狗不理啤酒;口味4(非常好);环境4(非常好);服务4(非常好)
02-23;Essie_M;【位置】前门大栅栏29-31号【环境】在北京最冷的一天出门，走到前门查到了这家有双人餐团购。说实话还真没在北京吃过狗不理。一共两层，楼上没开，楼下有点冷。【菜品】团购套餐上的挺快，凉菜有四季烤麸和一个豆制品，太久已经不记得名字了。和烧二东类似的那个素菜，切菜也太粗矿了，那么大一块，但是味道还是不错的。那道肉菜挺好吃，切的挺薄，就是屋子太冷，菜上来很快就凉。包子是蟹黄一笼和肉三鲜一笼。个人觉得三鲜的好吃。还有半分烤鸭，中规中矩吧。有团购来体验一下，应该不会再来。;口味2(好);环境2(好);服务2(好)
02-23;dpuser_23066117538;呵呵，真的不太好，店里人很少，环境一般，团的套餐不太好吃，下次不会再去了。;口味1(一般);环境2(好);服务1(一般)
02-23;wsh_forever;一般般，包子外形挺漂亮，就是味道一般，;口味1(一般);环境1(一般);服务1(一般)
02-22;大伟A;不错，非常好吃，以后有时间一定还会再来吃的，喜欢。;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;sboning;还行，菜量很大，两个人都没有吃完，但菜不太热，不像是刚炒出来的，温温的。;口味2(好);环境2(好);服务1(一般)
02-22;江山倾;总觉得还品尝下狗不理，早晨起床就来了这里，厅里人不多，坐下就点餐了。包子挺贵的，但是品牌在这里，接受了，味道一般，不是很好，没有什么出奇。点了一碗小米粥，价格5元，可以接受，碗小。一杯豆浆，12元，我必须要吐槽的东西，一杯看起来就很透明，喝在嘴里，很淡很淡的豆味，明明就是白开水啊，非常不值得的东西。早餐提供的餐具还是收费的，2元一套，但是不拆开，喝粥就没有勺子啊。总体，不满意。;口味2(好);环境3(很好);服务2(好)
02-21;dianaclyang;把八种馅的包子一样一个都尝了下，单买贵些，但还是猪肉的最好吃。另一道招牌菜，馅饼太脆，后来让服务员调换成豆腐皮了;口味3(很好);环境3(很好);服务3(很好)
02-21;华仔_2158;分量十足！两个人根本吃不完，鸭子有点腻，包子还可以。建议去买热饮，玻璃杯子很好看。;口味3(很好);环境2(好);服务3(很好)
02-20  更新于16-02-20 20:46;落茗;天津有名的狗不理包子居然在北京开有多家分店，这家前门店就在大栅栏商业街上，自从搬客栈后天天经过。门口的慈禧太后和李莲英雕像诉说着狗不理溯源，只是这家店现在好像做得挺杂，还有团购烤鸭套餐，价格倒是很实惠，不过味道嘛就不得而知了。当然，我无心关心这点，在这家店消费只因天冷风大，手被冻得不行，路过这看到瓶装热饮芦荟红枣汁，赶紧来上一瓶暖手暖胃，在北京很少看到这样的热饮，还是挺贴心的。;口味2(好);环境2(好);服务2(好)
02-20;忍者jack;传统包子有点贵，环境还行，有传统韵味，想吃正宗狗不理，在北京必须去这家;口味4(非常好);环境4(非常好);服务4(非常好)
02-20;颜小7;菜品量大，摆了一桌子，上的很快，服务也不错;口味4(非常好);环境4(非常好);服务4(非常好)
02-20;weiqingchunfff;两个人套餐蛮足的，单点种类会更丰富;口味3(很好);环境3(很好);服务3(很好)
02-19;qq1042871772;好吃很给力呵呵！有机会一定会外来的！;口味4(非常好);环境4(非常好);服务4(非常好)
02-19  更新于16-02-19 20:54;sammiwhite;菜品味道很好，团购感觉相当的值。包子以天津的狗不理是最有名，北京的分店也不少，味道还可以。猪肉包和三鲜包比起来，还是猪肉的更好吃一些。虾仁独面筋，味道还不错，虾仁不是很多，但是味道还不错。川北凉粉，比较的好，就是有些辣，可以选择做不辣的。总体评价比较的好，服务可以更好，有提升的空间。烤鸭，味道还不错，比较好吃鸭饼很薄，很喜欢吃。;口味4(非常好);环境4(非常好);服务3(很好)
02-19;阿云朵朵的百合;环境不错，人多，服务有些跟不上，包子不如庆丰的好吃。;口味3(很好);环境4(非常好);服务3(很好)
02-19;dpuser_13798561068;包子难以置信的难吃，不敢相信狗不理就这样;口味0(很差);环境1(一般);服务1(一般)
02-19;漱茗;汤包外形差，没有汤汁，超级难吃。狗不理卖越贵的包子越难吃。茶树菇好咸好咸，银耳羹还凑合。;口味0(很差);环境1(一般);服务1(一般)
02-19;魔手_;东西很实惠，99可以吃好多东东，口味也不错。这个地段这个价值好评;口味4(非常好);环境4(非常好);服务4(非常好)
02-18;鸡蛋清521;还不错，去过几次了，感觉还是很不错的;口味4(非常好);环境4(非常好);服务4(非常好)
02-18;陈吴陈吴;脏乱差，贵，估计专门肯外地人的！反正不会再去消费第二次！;口味1(一般);环境1(一般);服务1(一般)
02-17;河豚.;早上9点半到的，被告知团购10点才能用。上来先说餐具两块鸭架十块，服务全程无微笑。菜品。谁说量大的？打死！图与实物完全不符好吧？内破鸭子又柴又油，我宁愿买外面门口28一只的。包子无功无过，要不是冲着99价格我才不来。;口味2(好);环境1(一般);服务0(很差)
02-16;huahua197307;团购的摆了一桌子，但能吃的少油太大，很实惠，要想吃饱，这个地方，这个价格很不错了，要想吃好，就换个地方吧。;口味1(一般);环境1(一般);服务1(一般)
02-16;真的端木望舒;怎么又来了。我已经评价过了吧。味道很一般。完全没有成都的食物可口。讨厌北京！;口味4(非常好);环境4(非常好);服务4(非常好)
02-16;TAOTAO66;口味很好，以前来过保持得很好。环境比较拥挤，繁华地带用餐嘈杂南腔北调的。团购里半套鸭子还有鸭架子，做椒盐的交十块钱。清洁餐具两块一套。两大一小量大吃不完，打包盒子袋子都是一块钱。包子比庆丰的好吃。烤鸭现在都差不多味道。素菜的味道较重，还好有小米粥。99的套餐很不错了。建议隔段时间换换套餐组合，老是一样就没跑过去的意义了。;口味3(很好);环境3(很好);服务3(很好)
02-15;韩雪澈sj;进店安排座位，后来一男的问是团购嘛面相态度都让人有点不爽，知道是团购后要座到另一区域区域，先开始人少冷清，好在后来的人多了点些，有个服务员态度很好算是加分项，菜也不太热，总之价格摆着呢确实不贵，不过作为品牌老字号算是差了点，也就吸引一下外地游客吧，要是没有团购估计我也不会去吃;口味4(非常好);环境4(非常好);服务4(非常好)
02-15;老冯牛;好吃！性价比超高！以后还会再来的。;口味3(很好);环境2(好);服务3(很好)
02-15;咖啡妖精;点了三鲜和肉酱两种口味的。包子皮薄晶莹剔透，肉馅融入鲜味，特别好吃！另外两道菜不咋滴，油稍多~;口味4(非常好);环境3(很好);服务3(很好)
02-14;师雯Wendy;量很大，两个人吃不完，烤鸭质量不怎么样，包子还可以，服务员态度不是很积极;口味3(很好);环境3(很好);服务2(好)
02-14;玲玲鹰1;环境一般，餐位每2元，骨架加10元才上了不知道那剩的一小盘，不建议要。服务就是一个待答不理。;口味2(好);环境2(好);服务2(好)
02-14;dpuser_9562544868;味道还可以，环境一般，孜然猪骨还连刀，对于一个老店来说太不应该了;口味4(非常好);环境1(一般);服务2(好)
02-13;dream0299;真心不好，过年去的，门帘很漂亮，中国味，只是从味道到环境到服务都是一团糟，是我吃过的最差劲的包子;口味1(一般);环境1(一般);服务1(一般)
02-13;大院伟大人;除了口味一般，其它都不错，价格便宜量大;口味3(很好);环境4(非常好);服务4(非常好)
02-13;Kelvinchung;焦盐鸭架太咸，菜多，但是没什么特色，盛在经济实惠;口味1(一般);环境1(一般);服务1(一般)
02-13;郭新A;每次来北京都到这吃一下，不错，经济实惠;口味4(非常好);环境4(非常好);服务3(很好)
02-13;xiaohegu;整体水平还可以吧，可能是因为团购的比较便宜，人均五十。在前门大栅栏这个地界算是不贵的，提小建议吧，就是服务方面，打包拿个小袋子还要收费，态度比较生硬，估计自己也觉得不太合适;口味2(好);环境3(很好);服务2(好)
02-13;allen_2628;99块吃狗不理 还能有什么要求呢;口味4(非常好);环境4(非常好);服务4(非常好)
02-13;cathyd1;好评，整体消费感觉很不错，性价比高;口味4(非常好);环境4(非常好);服务4(非常好)
02-13;zhanghuid89;不是现包的，比别的地方狗不理贵多了！;口味2(好);环境3(很好);服务2(好)
02-12;hou会无7;东西不错物有所值，就是服务员态度一般;口味3(很好);环境3(很好);服务2(好)
02-12;liqivicky;我一直认为这是北京性价比最高的地方了，前门能吃到这么实惠又有质量保障的地方真是太好了;口味4(非常好);环境4(非常好);服务4(非常好)
02-12;dpuser_7814602862;包子和烤鸭都挺好，鹿舌吃不惯，人挺多的，服务员态度还不错，值得推荐;口味3(很好);环境4(非常好);服务4(非常好)
02-11;dpuser_6172529610;不是一般的难吃，哎，萝卜咸的要死，水果沙拉一股怪味道，总之难吃，烤鸭不推荐！！;口味0(很差);环境2(好);服务0(很差)
02-11;yaj1221;我觉得真是不错，我们三个人愣没吃完，在大栅栏这位置还这个团购价太值了。绝对不错;口味4(非常好);环境4(非常好);服务4(非常好)
02-11;幽梦一世;到北京游玩最后一天，吃点经济实惠的。正好看到有这个团购。还是挺满意的。这个时点还能用团购。。不错。还点了两瓶饮料。小米粥感觉是用凿熬出来的。鸭半套骨架熬个汤。。。杠杠滴。津味冬笋还挺嫩。。总之。。整体不错;口味3(很好);环境3(很好);服务3(很好)
02-11;dbxshan;刚点完餐服务员就催着买单，再三问有没有优惠方式结账都说没有 只能刷卡现金，但是看点评有付款 就是不让用 诱导刷卡及现金结账 服务很粗糙;口味3(很好);环境2(好);服务0(很差)
02-11;啊啊呜一口;99元团购超级实惠都吃不完，剩下的包子打包回酒店当了第二天早餐;口味4(非常好);环境4(非常好);服务4(非常好)
02-11;绯桐叶;给爸妈团的，他们吃的很开心，剩下一大半都打包了，鸭架做的椒盐的，加十元，筷子另外收费，其余没有消费项目了。春节期间可以使用的团购真是不多呢，这个地理位置又好，包子麻麻说很好吃。我在天津吃过一次狗不理，贵的心痛啊，都忘记什么味道了。老人，给他们团好吃的，看的，查好路线，他们会很开心的。虽说这家是包子，麻麻说烤鸭也好吃，哈哈，不知道真假。两人吃可以自己带点打包袋过去，打包是要收费的。;口味4(非常好);环境2(好);服务2(好)
02-10  更新于16-02-10 19:48;zzjj-4255;服务特差，骗人的，说是团购的菜品和单点的菜品不一样，劝我不要用团购，一笼一百多8个包子，便宜的也要五十多，我觉得贵了，说是可以一笼可以点不一样的，以为点价格一样的8只就算一笼了，这样看还是划算的，结果结账按只算，，一大一小，点了这么多，早知道就不凑什么8只了，当时还对服务员说8只了吧算一笼了，结账时：“这都是您自己点的啊？我们也不知道您要吃多少”算了自认倒霉，不要上当受骗了。;口味0(很差);环境0(很差);服务0(很差)
02-10;王有范儿;人挺多的。有时候顾不过来上菜。上菜很费劲。服务员虽然忙但是很礼貌和客气。这是第三次去那里吃了。是第一次团的。真的很好吃。 团购狗不理真心特实惠。吃的也多也好吃也便宜。去一次吃一次。 老吃也不会腻。狗不理有名不是白有名关键在好吃。;口味4(非常好);环境4(非常好);服务3(很好)
02-09;dpuser_9627003752;感觉没杭州小笼包好吃还20元5个，穷人看来难进京！;口味2(好);环境3(很好);服务3(很好)
02-09;花花鼠小妹;还可以味道不如以前了需要努力嘿嘿嘿;口味3(很好);环境3(很好);服务3(很好)
02-09;Molly**;服务态度一级棒 菜菜好好吃 还会再来;口味4(非常好);环境4(非常好);服务4(非常好)
02-08;feciliamm;大年初一，人还是不多，要去对面大观楼看电影，顺便就这里吃了。包子不难吃但是太一般了，跟过去的狗不理比差太远了。三鲜比猪肉的好吃一点。烤鸭还行，不过北京各个烤鸭对我来说都差不多。鸭架让做成了椒盐儿的，炸得焦脆，还不错。鹿舌？口感味道都不错，比较喜欢。;口味2(好);环境2(好);服务2(好)
02-08;正少_6601;一定要团购！不然你会很后悔！这款九十九元套餐非常超值！三个大人一个小孩都会吃得挺饱的。如果单独点一碟十六只包子都要一百多块钱。这套餐已经包含十六只包子！所以强烈推荐！没错，出门在外旅游一定要精打细算，这样才是自由行的好处！精神！;口味4(非常好);环境4(非常好);服务4(非常好)
02-08;点点_7247;老字号，的确好，服务不错，不会因为是团购而被慢待。棒！;口味3(很好);环境3(很好);服务4(非常好)
02-08;嘴儿姐;很差，味道和服务都很差。只是老字号而已，尤其使烤鸭非常难吃;口味0(很差);环境1(一般);服务0(很差)
02-08;Weixin_4867002426;很贵，建议最好别去，有一种上当受骗的感觉，最便宜的包子12元一个，炸酱面38，味道极其一般。;口味2(好);环境2(好);服务0(很差)
02-08;李辰玥;好好吃  价格贵族但很值，，，，，，;口味4(非常好);环境4(非常好);服务4(非常好)
02-07;泠心2015;非常满意，量大，鸭子也很好吃，因为比较怕油腻，感觉这里的比全聚德更适合我吃;口味4(非常好);环境4(非常好);服务4(非常好)
02-07;风之涯_3977;还行，无论什么时候都一如既往。;口味4(非常好);环境4(非常好);服务4(非常好)
02-07;bubuice;超级超级划算，两个人根本吃不完。;口味3(很好);环境3(很好);服务3(很好)
02-07;hs711;99元好像只是为了吃包子！因为我当时太饿了⋯⋯其他的菜我觉得一般般，可能是口味不太合我。;口味1(一般);环境2(好);服务1(一般)
02-06;sure0706;好吃不贵   适合家里老年人。。。。;口味4(非常好);环境4(非常好);服务4(非常好)
02-01;我是忘忘;团购的2到3人餐，三个大人和一个孩子吃的，还行，口味还可以，包子还挺好吃，环境一般，餐具打包都要收费;口味2(好);环境2(好);服务2(好)
02-01;永不凋零的吃货;包子很贵，但是味道非常一般。个头和庆丰差不多;口味2(好);环境2(好);服务2(好)
01-31;小逃_9232;服务员态度不好      东西好吃    总体来说还不错;口味4(非常好);环境4(非常好);服务3(很好)
01-27;dpuser_52768017594;口味，不是我挑剔，真的很一般，小儿说了连上海6块一笼6个的小笼包都比这个好吃，个人口味？关键是8个像小龍包一样的包子100多，说实话不会再去第二次了，只能呵呵了！;口味2(好);环境2(好);服务2(好)
01-27;dpuser_51311537774;想用大众点评的服务员说用不了需要提前预约！;口味4(非常好);环境4(非常好);服务4(非常好)
01-26;dpuser_80092148599;我和女朋友都是南方人，觉得味道还行，烤鸭很不错。菜品分量很足，根本吃不到一半就饱了。;口味3(很好);环境3(很好);服务3(很好)
01-26;心魚心語;服務還好，就是價格和品質太不相符，沒指望吃到什麼飛起來的美味，但見面不如聞名，難怪早餐時間人不是很多。;口味4(非常好);环境4(非常好);服务4(非常好)
