time;user;text;score1;score2;score3
02-25;曼联爱吃;环境还不错 肉的味道都很好 好吃！;口味4(非常好);环境4(非常好);服务4(非常好)
02-25;llbollbo;在小院子里吃日料，感觉不错，就是菜品少一些;口味2(好);环境4(非常好);服务3(很好)
02-24;nihil9885;这家太小了 等位等了一个半小时 小伙伴都说我太执着啦 口味还是一样的香 也毫无悬念的吃撑了 只是上菜太慢了 顺序也不对 沙拉怎么能最后上呢 等到最后吃完的时候 吃了一堆凉凉的菜 外面又辣么冷 就不太舒服了 不过这家的洗手池蛮有创意的 细细的一根管子 感觉和装璜很搭 都是萌萌的氛围;口味4(非常好);环境3(很好);服务2(好)
02-24;atmosphere1009;喜欢惨了，没什么不满意的，下次来北京一定还要吃;口味4(非常好);环境4(非常好);服务4(非常好)
02-23;猿类养殖大户;上班时中午常去的一家店，快变成员工食堂了。平时中午12点左右就开始爆满，晚上不订位等号也是肯定的。有一次中午比预订时间晚到了两分钟，位置就被取消了...去的话建议避开高峰期。个人最喜欢的几道菜：牛肉小火锅：味道比很多日式餐厅的寿喜锅要稍清淡一些，不容易腻，尤其适合大冷天跑去吃，极其治愈。照烧鸡肉饭：个人感觉比铃木其他各类饭都好吃，腌制入味，配合蛋黄酱口感很棒。杏仁豆腐：味道也比多数日料店做的杏仁豆腐要好，口感细腻，甜味不重。另外南蛮鸡块、铃木肉饼、金枪鱼沙拉也是比较推荐的。雷区：泡菜鸡肉饭、猪排饭（单点的炸猪排倒还不错，配饭的难吃）、豆腐饭，能少点就少点吧哈哈;口味4(非常好);环境4(非常好);服务3(很好)
02-23;junjielee198;日式的环境，简单大方，点了牛肉锅 照烧鸡饭，猪排饭，虽然和在日本吃的有差距，但是相比外面的大油大腻来说，也不错了;口味3(很好);环境3(很好);服务3(很好)
02-22;juliecicici;强烈推荐他家的芝士咖喱，拌饭的时候很解压，吃在嘴里有种幸福感;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;Sina_2353035446Tsaibiba;吃過很多次，平價日餐，鑼鼓巷店always火爆現在等位一個半小時。。。;口味3(很好);环境3(很好);服务3(很好)
02-22;妮斐尔提提;带孩子行走各地，厌倦并不正宗的所谓的特色美食，北京也是如此，好多老北京的风味都是外地人的模仿，在大众点评找到杨梅竹斜街的铃木食堂，因为有小孩所以可以挤在两人免去了排队之苦，算是小幸运吧！头大个碗的金枪鱼沙拉，脸大个锅的泡菜锅，拳头大的肉饼，巴掌大碟子的芥末章鱼，配一碗米饭，吃的香香哒！我们会常来北京也会再吃铃木食堂，并推荐给来北京的朋友！;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;流浪的頔;超级好，一定要去吃的店子，从环境到菜品都很一流呢，至少我这么觉得，已经推荐给身边的朋友了，赞;口味4(非常好);环境4(非常好);服务4(非常好)
