time;user;text;score1;score2;score3
02-25;dpuser_24505470958;来了第二次了 带姥姥姥爷来的 味道正宗 尤其是炸酱面强烈推荐 真的敲好吃 卤煮味道也很正 很香 凉菜爽口香脆 其他面食也非常好吃菜品卖相也很好 环境清净 但人流不断 也不太难找 不大的小门脸 里面挺大的 强推这家店！！！绝对不后悔~;口味4(非常好);环境4(非常好);服务4(非常好)
02-25;cavinliang1981;逛到前门大街找到这家店解决下午饭。#炸酱面#，13米，炸酱面很地道尤其是肉粒，面也可以，量少了点。菜品还都算地道。#小吃拼盘#，坑爹了，量和价格一比起来简直无法理解。。。毕竟这只是北京传统小吃又不是法国大餐。。。不推荐。#爆肚#，38米，量少的可怜，味道还可以，口感很脆生没弄老，性价比不高。可以尝试。#麻豆腐#，后悔点了，味道其实一般，价格太贵，其实就是个豆腐里加了点豆子麻油。不推荐。这家店应该是烤鸭店，现在开始做炸酱面了，从实际吃的效果来看，不推荐去性价比太差了。地理位置还是很好的，服务也还可以。其他的没啥好的。;口味2(好);环境3(很好);服务2(好)
02-24;周翔bob;炸酱面尝鲜了，味道还行，边逛边吃就憋屈了;口味2(好);环境4(非常好);服务4(非常好)
02-24;斐布芬;服务不错，价格实惠，味道很好，比较正宗的老北京炸酱面;口味4(非常好);环境4(非常好);服务4(非常好)
02-24;莼黑1124;拆骨白菜心这么好吃，竟然没人推荐;口味4(非常好);环境4(非常好);服务4(非常好)
02-24;丹佛儿17;百吃不厌的炸酱面～味道正宗～贼香;口味4(非常好);环境4(非常好);服务4(非常好)
02-24;六月_5743;味道不错 就是爆肚有点咬不烂 店员很热情～;口味3(很好);环境4(非常好);服务4(非常好)
02-24;呼噜他爹地;上菜速度很快，经常来，服务员态度都很好。;口味4(非常好);环境4(非常好);服务4(非常好)
02-24;dpuser_06573648612;菜的口味很好，吃得很顺口，服务一般，环境一般。京味很浓！;口味2(好);环境2(好);服务1(一般)
02-24;j4mielee;门外长长的人龙已说明一切，老北京的炸酱面和爆肚是招牌。味道很好，只是店比較小，很擠;口味4(非常好);环境3(很好);服务3(很好)
02-23;到处吃吃喝喝的吃货一枚;带老妈来尝尝北京小吃，味道什么的一般，爆肚有些厚，酱料一般。炸酱面也还好，没有特别出彩。;口味2(好);环境2(好);服务2(好)
02-20  更新于16-02-23 16:41;Mark_Milva;老婆说来北京一定要吃一次炸酱面 我是不爱吃的 以前在英国吃过 不喜欢这味道 老婆特地网上搜了说这家好吃 乘地铁前门大街下来往前走一点 老婆这吃货本事我也是醉了 在那么不显眼的一条胡同里老婆一眼看到 地方比较小 点了炸酱面 服务员说先拌面再拌菜 这里的茶水是面汤 不像上海都是大麦茶 老婆说还是想念大麦茶 面汤喝不惯 拌好之后老婆说好吃 我尝了一口跟我英国的味道一样 还是不喜欢 老婆吃的很香;口味3(很好);环境3(很好);服务3(很好)
02-23  更新于16-02-23 10:42;觅食杨;到大栅栏原本是想吃四季民福的烤鸭的，正是因为公司有人介绍选择的前门店，本想着7点半大众点评上定位已经过了饭点，谁知还需要等上141桌，1小时候还有100桌，就到隔壁吃炸酱面了，可依然还是等了一会儿。小店店面不大，二楼的楼梯太陡，而且地面有些滑，走路一定要当心脚下。【炸酱面】当然我没有权威说这是不是北京正宗的炸酱面，但在北京的行程中吃过3次，这个炸酱面是最和我口味的，服务员上面后会和你说先拌面再放菜，菜的品种也很多，炸酱面的主角还是炸酱吧！甜咸适中，味道浓郁，拌入面中香气扑鼻而来，加上拌菜让人馋涎欲滴，量其实很大，可是和我胃口，所以吃个精光。【大肠】这叫什么名字我忘记了，好像是卤煮火烧，肠子处理的真是很干净，完全没有异味，煮的很酥嫩，味道也全煮进去了，我们是抢着吃大肠的。【拼盘】因为前一天已经吃过小吃拼盘，一开始点错了，老板同意帮我们换，这个拼盘里我最喜欢的是那个芥末白菜，第一次尝试这种味道的，比起韩国的泡菜没那么辣，但是芥末还是冲鼻的，爽脆，好吃。其他的就印象不深刻了。【爆肚】服务员既然漏单了，没点，太可惜了，所以也没吃成，下次有机会一定补上。吃的好饱，晚饭后正好兜兜小店附近的胡同，一举两得。;口味4(非常好);环境3(很好);服务4(非常好)
02-23;余焰_8193;不能说难吃，但绝对不好吃，死贵，也是那种吃一次再也不会光顾第二次的玩意……;口味1(一般);环境1(一般);服务1(一般)
02-22;高兴_2792;很赞，感觉很好吃面条筋道，服务员特别给力，专门嘱咐怎么吃。先拌面再拌菜   点赞;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;乐惜肥死拉倒夫斯基;每道菜都喜欢，炸酱面是真爱~就是地方太小了桌子很少哦;口味4(非常好);环境3(很好);服务4(非常好)
02-22;白鹭linlin;一直想吃北京的炸酱面，然后不知道吃哪家好，就搜索了点评，刚好这家店在附近就去吃了，旁边是吃烤鸭的，这家是吃面的，排队等座还给一盒小吃，在胡同里面，排队的人特别多，应该都是外地来旅游的人，因为店面比较拥挤，本地人如果为吃一碗炸酱面不会去排那么久的队。从外观上看，面的配料十足，颜色一看就让人很有食欲，就是拌起来比较费劲，味道还不错。特色小吃拼盘推荐，因为味道确实不错，比袋装的好吃，没有很甜，吃了不腻。;口味3(很好);环境3(很好);服务3(很好)
02-22;昵称已经注册过过过过;就爱这家炸酱面，别家都不行，唯一的缺点是麻豆腐竟然不是用洋油;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;宇quan;点了老北京炸酱面 卤煮 爆肚 全都很好吃 赞;口味4(非常好);环境4(非常好);服务4(非常好)
02-22;Redevil_;在前门大栅栏，位置还算好找，从前门地铁那边比较近！在胡同里，比较有历史的年代感！二层小楼不算太大！他家菜量不算大！麻豆腐，量不算大，味道还可以，少了一点香！爆肚，味道还不错！炸酱面，配料都一样，不知道是哪个菜，有点微苦！酱有点少，稠！油太多！不好拌开！;口味3(很好);环境3(很好);服务3(很好)
